r,m,c,t,value
CHN,Sn,scrap,1986,0.0
ROW,Zn,concentrate,1986,0.0
ROW,Zn,refined_metal,1986,0.0
ROW,Zn,scrap,1986,0.0
ROW,Ni,concentrate,1986,0.0
ROW,Ni,refined_metal,1986,0.0
ROW,Ni,scrap,1986,0.0
ROW,Sn,concentrate,1986,0.0
ROW,Sn,refined_metal,1986,0.0
ROW,Sn,scrap,1986,0.0
EU27,Zn,concentrate,1987,0.0
EU27,Zn,refined_metal,1987,0.0
EU27,Zn,scrap,1987,0.0
EU27,Ni,concentrate,1987,0.0
EU27,Ni,refined_metal,1987,0.0
EU27,Ni,scrap,1987,0.0
EU27,Sn,concentrate,1987,0.0
EU27,Sn,refined_metal,1987,0.0
EU27,Sn,scrap,1987,0.0
CHN,Zn,concentrate,1987,0.0
CHN,Zn,refined_metal,1987,0.0
CHN,Zn,scrap,1987,0.0
CHN,Ni,concentrate,1987,0.0
CHN,Ni,refined_metal,1987,0.0
CHN,Ni,scrap,1987,0.0
CHN,Sn,concentrate,1987,0.0
CHN,Sn,refined_metal,1987,0.0
CHN,Sn,scrap,1987,0.0
ROW,Zn,concentrate,1987,0.0
ROW,Zn,refined_metal,1987,0.0
ROW,Zn,scrap,1987,0.0
ROW,Ni,concentrate,1987,0.0
ROW,Ni,refined_metal,1987,0.0
ROW,Ni,scrap,1987,0.0
ROW,Sn,concentrate,1987,0.0
ROW,Sn,refined_metal,1987,0.0
ROW,Sn,scrap,1987,0.0
EU27,Zn,concentrate,1988,0.0
EU27,Zn,refined_metal,1988,0.0
EU27,Zn,scrap,1988,0.0
EU27,Ni,concentrate,1988,0.0
EU27,Ni,refined_metal,1988,0.0
EU27,Ni,scrap,1988,0.0
EU27,Sn,concentrate,1988,0.0
EU27,Sn,refined_metal,1988,0.0
EU27,Sn,scrap,1988,0.0
CHN,Zn,concentrate,1988,0.0
CHN,Zn,refined_metal,1988,0.0
CHN,Zn,scrap,1988,0.0
CHN,Ni,concentrate,1988,0.0
CHN,Ni,refined_metal,1988,0.0
CHN,Ni,scrap,1988,0.0
CHN,Sn,concentrate,1988,0.0
CHN,Sn,refined_metal,1988,0.0
CHN,Sn,scrap,1988,0.0
ROW,Zn,concentrate,1988,0.0
ROW,Zn,refined_metal,1988,0.0
ROW,Zn,scrap,1988,0.0
ROW,Ni,concentrate,1988,0.0
ROW,Ni,refined_metal,1988,0.0
ROW,Ni,scrap,1988,0.0
ROW,Sn,concentrate,1988,0.0
ROW,Sn,refined_metal,1988,0.0
ROW,Sn,scrap,1988,0.0
EU27,Zn,concentrate,1989,0.0
EU27,Zn,refined_metal,1989,0.0
EU27,Zn,scrap,1989,0.0
EU27,Ni,concentrate,1989,0.0
EU27,Ni,refined_metal,1989,0.0
EU27,Ni,scrap,1989,0.0
EU27,Sn,concentrate,1989,0.0
EU27,Sn,refined_metal,1989,0.0
EU27,Sn,scrap,1989,0.0
CHN,Zn,concentrate,1989,0.0
CHN,Zn,refined_metal,1989,0.0
CHN,Zn,scrap,1989,0.0
CHN,Ni,concentrate,1989,0.0
CHN,Ni,refined_metal,1989,0.0
CHN,Ni,scrap,1989,0.0
CHN,Sn,concentrate,1989,0.0
CHN,Sn,refined_metal,1989,0.0
CHN,Sn,scrap,1989,0.0
ROW,Zn,concentrate,1989,0.0
ROW,Zn,refined_metal,1989,0.0
ROW,Zn,scrap,1989,0.0
ROW,Ni,concentrate,1989,0.0
ROW,Ni,refined_metal,1989,0.0
ROW,Ni,scrap,1989,0.0
ROW,Sn,concentrate,1989,0.0
ROW,Sn,refined_metal,1989,0.0
ROW,Sn,scrap,1989,0.0
EU27,Zn,concentrate,1990,0.0
EU27,Zn,refined_metal,1990,0.0
EU27,Zn,scrap,1990,0.0
EU27,Ni,concentrate,1990,0.0
EU27,Ni,refined_metal,1990,0.0
EU27,Ni,scrap,1990,0.0
EU27,Sn,concentrate,1990,0.0
EU27,Sn,refined_metal,1990,0.0
EU27,Sn,scrap,1990,0.0
CHN,Zn,concentrate,1990,0.0
CHN,Zn,refined_metal,1990,0.0
CHN,Zn,scrap,1990,0.0
CHN,Ni,concentrate,1990,0.0
CHN,Ni,refined_metal,1990,0.0
CHN,Ni,scrap,1990,0.0
CHN,Sn,concentrate,1990,0.0
CHN,Sn,refined_metal,1990,0.0
CHN,Sn,scrap,1990,0.0
ROW,Zn,concentrate,1990,0.0
ROW,Zn,refined_metal,1990,0.0
ROW,Zn,scrap,1990,0.0
ROW,Ni,concentrate,1990,0.0
ROW,Ni,refined_metal,1990,0.0
ROW,Ni,scrap,1990,0.0
ROW,Sn,concentrate,1990,0.0
ROW,Sn,refined_metal,1990,0.0
ROW,Sn,scrap,1990,0.0
EU27,Zn,concentrate,1991,0.0
EU27,Zn,refined_metal,1991,0.0
EU27,Zn,scrap,1991,0.0
EU27,Ni,concentrate,1991,0.0
EU27,Ni,refined_metal,1991,0.0
EU27,Ni,scrap,1991,0.0
EU27,Sn,concentrate,1991,0.0
EU27,Sn,refined_metal,1991,0.0
EU27,Sn,scrap,1991,0.0
CHN,Zn,concentrate,1991,0.0
CHN,Zn,refined_metal,1991,0.0
CHN,Zn,scrap,1991,0.0
CHN,Ni,concentrate,1991,0.0
CHN,Ni,refined_metal,1991,0.0
CHN,Ni,scrap,1991,0.0
CHN,Sn,concentrate,1991,0.0
CHN,Sn,refined_metal,1991,0.0
CHN,Sn,scrap,1991,0.0
ROW,Zn,concentrate,1991,0.0
ROW,Zn,refined_metal,1991,0.0
ROW,Zn,scrap,1991,0.0
ROW,Ni,concentrate,1991,0.0
ROW,Ni,refined_metal,1991,0.0
ROW,Ni,scrap,1991,0.0
ROW,Sn,concentrate,1991,0.0
ROW,Sn,refined_metal,1991,0.0
ROW,Sn,scrap,1991,0.0
EU27,Zn,concentrate,1992,0.0
EU27,Zn,refined_metal,1992,0.0
EU27,Zn,scrap,1992,0.0
EU27,Ni,concentrate,1992,0.0
EU27,Ni,refined_metal,1992,0.0
EU27,Ni,scrap,1992,0.0
EU27,Sn,concentrate,1992,0.0
EU27,Sn,refined_metal,1992,0.0
EU27,Sn,scrap,1992,0.0
CHN,Zn,concentrate,1992,0.0
CHN,Zn,refined_metal,1992,0.0
CHN,Zn,scrap,1992,0.0
CHN,Ni,concentrate,1992,0.0
CHN,Ni,refined_metal,1992,0.0
CHN,Ni,scrap,1992,0.0
CHN,Sn,concentrate,1992,0.0
CHN,Sn,refined_metal,1992,0.0
CHN,Sn,scrap,1992,0.0
ROW,Zn,concentrate,1992,0.0
ROW,Zn,refined_metal,1992,0.0
ROW,Zn,scrap,1992,0.0
ROW,Ni,concentrate,1992,0.0
ROW,Ni,refined_metal,1992,0.0
ROW,Ni,scrap,1992,0.0
ROW,Sn,concentrate,1992,0.0
ROW,Sn,refined_metal,1992,0.0
ROW,Sn,scrap,1992,0.0
EU27,Zn,concentrate,1993,0.0
EU27,Zn,refined_metal,1993,0.0
EU27,Zn,scrap,1993,0.0
EU27,Ni,concentrate,1993,0.0
EU27,Ni,refined_metal,1993,0.0
EU27,Ni,scrap,1993,0.0
EU27,Sn,concentrate,1993,0.0
EU27,Sn,refined_metal,1993,0.0
EU27,Sn,scrap,1993,0.0
CHN,Zn,concentrate,1993,0.0
CHN,Zn,refined_metal,1993,0.0
CHN,Zn,scrap,1993,0.0
CHN,Ni,concentrate,1993,0.0
CHN,Ni,refined_metal,1993,0.0
CHN,Ni,scrap,1993,0.0
CHN,Sn,concentrate,1993,0.0
CHN,Sn,refined_metal,1993,0.0
CHN,Sn,scrap,1993,0.0
ROW,Zn,concentrate,1993,0.0
ROW,Zn,refined_metal,1993,0.0
ROW,Zn,scrap,1993,0.0
ROW,Ni,concentrate,1993,0.0
ROW,Ni,refined_metal,1993,0.0
ROW,Ni,scrap,1993,0.0
ROW,Sn,concentrate,1993,0.0
ROW,Sn,refined_metal,1993,0.0
ROW,Sn,scrap,1993,0.0
EU27,Zn,concentrate,1994,0.0
EU27,Zn,refined_metal,1994,0.0
EU27,Zn,scrap,1994,0.0
EU27,Ni,concentrate,1994,0.0
EU27,Ni,refined_metal,1994,0.0
EU27,Ni,scrap,1994,0.0
EU27,Sn,concentrate,1994,0.0
EU27,Sn,refined_metal,1994,0.0
EU27,Sn,scrap,1994,0.0
CHN,Zn,concentrate,1994,0.0
CHN,Zn,refined_metal,1994,0.0
CHN,Zn,scrap,1994,0.0
CHN,Ni,concentrate,1994,0.0
CHN,Ni,refined_metal,1994,0.0
CHN,Ni,scrap,1994,0.0
CHN,Sn,concentrate,1994,0.0
CHN,Sn,refined_metal,1994,0.0
CHN,Sn,scrap,1994,0.0
ROW,Zn,concentrate,1994,0.0
ROW,Zn,refined_metal,1994,0.0
ROW,Zn,scrap,1994,0.0
ROW,Ni,concentrate,1994,0.0
ROW,Ni,refined_metal,1994,0.0
ROW,Ni,scrap,1994,0.0
ROW,Sn,concentrate,1994,0.0
ROW,Sn,refined_metal,1994,0.0
ROW,Sn,scrap,1994,0.0
EU27,Zn,concentrate,1995,0.0
EU27,Zn,refined_metal,1995,0.0
EU27,Zn,scrap,1995,0.0
EU27,Ni,concentrate,1995,0.0
EU27,Ni,refined_metal,1995,0.0
EU27,Ni,scrap,1995,0.0
EU27,Sn,concentrate,1995,0.0
EU27,Sn,refined_metal,1995,0.0
EU27,Sn,scrap,1995,0.0
CHN,Zn,concentrate,1995,0.0
CHN,Zn,refined_metal,1995,0.0
CHN,Zn,scrap,1995,0.0
CHN,Ni,concentrate,1995,0.0
CHN,Ni,refined_metal,1995,0.0
CHN,Ni,scrap,1995,0.0
CHN,Sn,concentrate,1995,0.0
CHN,Sn,refined_metal,1995,0.0
CHN,Sn,scrap,1995,0.0
ROW,Zn,concentrate,1995,0.0
ROW,Zn,refined_metal,1995,0.0
ROW,Zn,scrap,1995,0.0
ROW,Ni,concentrate,1995,0.0
ROW,Ni,refined_metal,1995,0.0
ROW,Ni,scrap,1995,0.0
ROW,Sn,concentrate,1995,0.0
ROW,Sn,refined_metal,1995,0.0
ROW,Sn,scrap,1995,0.0
EU27,Zn,concentrate,1996,0.0
EU27,Zn,refined_metal,1996,0.0
EU27,Zn,scrap,1996,0.0
EU27,Ni,concentrate,1996,0.0
EU27,Ni,refined_metal,1996,0.0
EU27,Ni,scrap,1996,0.0
EU27,Sn,concentrate,1996,0.0
EU27,Sn,refined_metal,1996,0.0
EU27,Sn,scrap,1996,0.0
CHN,Zn,concentrate,1996,0.0
CHN,Zn,refined_metal,1996,0.0
CHN,Zn,scrap,1996,0.0
CHN,Ni,concentrate,1996,0.0
CHN,Ni,refined_metal,1996,0.0
CHN,Ni,scrap,1996,0.0
CHN,Sn,concentrate,1996,0.0
CHN,Sn,refined_metal,1996,0.0
CHN,Sn,scrap,1996,0.0
ROW,Zn,concentrate,1996,0.0
ROW,Zn,refined_metal,1996,0.0
ROW,Zn,scrap,1996,0.0
ROW,Ni,concentrate,1996,0.0
ROW,Ni,refined_metal,1996,0.0
ROW,Ni,scrap,1996,0.0
ROW,Sn,concentrate,1996,0.0
ROW,Sn,refined_metal,1996,0.0
ROW,Sn,scrap,1996,0.0
EU27,Zn,concentrate,1997,0.0
EU27,Zn,refined_metal,1997,0.0
EU27,Zn,scrap,1997,0.0
EU27,Ni,concentrate,1997,0.0
EU27,Ni,refined_metal,1997,0.0
EU27,Ni,scrap,1997,0.0
EU27,Sn,concentrate,1997,0.0
EU27,Sn,refined_metal,1997,0.0
EU27,Sn,scrap,1997,0.0
CHN,Zn,concentrate,1997,0.0
CHN,Zn,refined_metal,1997,0.0
CHN,Zn,scrap,1997,0.0
CHN,Ni,concentrate,1997,0.0
CHN,Ni,refined_metal,1997,0.0
CHN,Ni,scrap,1997,0.0
CHN,Sn,concentrate,1997,0.0
CHN,Sn,refined_metal,1997,0.0
CHN,Sn,scrap,1997,0.0
ROW,Zn,concentrate,1997,0.0
ROW,Zn,refined_metal,1997,0.0
ROW,Zn,scrap,1997,0.0
ROW,Ni,concentrate,1997,0.0
ROW,Ni,refined_metal,1997,0.0
ROW,Ni,scrap,1997,0.0
ROW,Sn,concentrate,1997,0.0
ROW,Sn,refined_metal,1997,0.0
ROW,Sn,scrap,1997,0.0
EU27,Zn,concentrate,1998,0.0
EU27,Zn,refined_metal,1998,0.0
EU27,Zn,scrap,1998,0.0
EU27,Ni,concentrate,1998,0.0
EU27,Ni,refined_metal,1998,0.0
EU27,Ni,scrap,1998,0.0
EU27,Sn,concentrate,1998,0.0
EU27,Sn,refined_metal,1998,0.0
EU27,Sn,scrap,1998,0.0
CHN,Zn,concentrate,1998,0.0
CHN,Zn,refined_metal,1998,0.0
CHN,Zn,scrap,1998,0.0
CHN,Ni,concentrate,1998,0.0
CHN,Ni,refined_metal,1998,0.0
CHN,Ni,scrap,1998,0.0
CHN,Sn,concentrate,1998,0.0
CHN,Sn,refined_metal,1998,0.0
CHN,Sn,scrap,1998,0.0
ROW,Zn,concentrate,1998,0.0
ROW,Zn,refined_metal,1998,0.0
ROW,Zn,scrap,1998,0.0
ROW,Ni,concentrate,1998,0.0
ROW,Ni,refined_metal,1998,0.0
ROW,Ni,scrap,1998,0.0
ROW,Sn,concentrate,1998,0.0
ROW,Sn,refined_metal,1998,0.0
ROW,Sn,scrap,1998,0.0
EU27,Zn,concentrate,1999,0.0
EU27,Zn,refined_metal,1999,0.0
EU27,Zn,scrap,1999,0.0
EU27,Ni,concentrate,1999,0.0
EU27,Ni,refined_metal,1999,0.0
EU27,Ni,scrap,1999,0.0
EU27,Sn,concentrate,1999,0.0
EU27,Sn,refined_metal,1999,0.0
EU27,Sn,scrap,1999,0.0
CHN,Zn,concentrate,1999,0.0
CHN,Zn,refined_metal,1999,0.0
CHN,Zn,scrap,1999,0.0
CHN,Ni,concentrate,1999,0.0
CHN,Ni,refined_metal,1999,0.0
CHN,Ni,scrap,1999,0.0
CHN,Sn,concentrate,1999,0.0
CHN,Sn,refined_metal,1999,0.0
CHN,Sn,scrap,1999,0.0
ROW,Zn,concentrate,1999,0.0
ROW,Zn,refined_metal,1999,0.0
ROW,Zn,scrap,1999,0.0
ROW,Ni,concentrate,1999,0.0
ROW,Ni,refined_metal,1999,0.0
ROW,Ni,scrap,1999,0.0
ROW,Sn,concentrate,1999,0.0
ROW,Sn,refined_metal,1999,0.0
ROW,Sn,scrap,1999,0.0
EU27,Zn,concentrate,2000,0.0
EU27,Zn,refined_metal,2000,0.0
EU27,Zn,scrap,2000,0.0
EU27,Ni,concentrate,2000,0.0
EU27,Ni,refined_metal,2000,0.0
EU27,Ni,scrap,2000,0.0
EU27,Sn,concentrate,2000,0.0
EU27,Sn,refined_metal,2000,0.0
EU27,Sn,scrap,2000,0.0
CHN,Zn,concentrate,2000,0.0
CHN,Zn,refined_metal,2000,0.0
CHN,Zn,scrap,2000,0.0
CHN,Ni,concentrate,2000,0.0
CHN,Ni,refined_metal,2000,0.0
CHN,Ni,scrap,2000,0.0
CHN,Sn,concentrate,2000,0.0
CHN,Sn,refined_metal,2000,0.0
CHN,Sn,scrap,2000,0.0
ROW,Zn,concentrate,2000,0.0
ROW,Zn,refined_metal,2000,0.0
ROW,Zn,scrap,2000,0.0
ROW,Ni,concentrate,2000,0.0
ROW,Ni,refined_metal,2000,0.0
ROW,Ni,scrap,2000,0.0
ROW,Sn,concentrate,2000,0.0
ROW,Sn,refined_metal,2000,0.0
ROW,Sn,scrap,2000,0.0
EU27,Zn,concentrate,2001,0.0
EU27,Zn,refined_metal,2001,0.0
EU27,Zn,scrap,2001,0.0
EU27,Ni,concentrate,2001,0.0
EU27,Ni,refined_metal,2001,0.0
EU27,Ni,scrap,2001,0.0
EU27,Sn,concentrate,2001,0.0
EU27,Sn,refined_metal,2001,0.0
EU27,Sn,scrap,2001,0.0
CHN,Zn,concentrate,2001,0.0
CHN,Zn,refined_metal,2001,0.0
CHN,Zn,scrap,2001,0.0
CHN,Ni,concentrate,2001,0.0
CHN,Ni,refined_metal,2001,0.0
CHN,Ni,scrap,2001,0.0
CHN,Sn,concentrate,2001,0.0
CHN,Sn,refined_metal,2001,0.0
CHN,Sn,scrap,2001,0.0
ROW,Zn,concentrate,2001,0.0
ROW,Zn,refined_metal,2001,0.0
ROW,Zn,scrap,2001,0.0
ROW,Ni,concentrate,2001,0.0
ROW,Ni,refined_metal,2001,0.0
ROW,Ni,scrap,2001,0.0
ROW,Sn,concentrate,2001,0.0
ROW,Sn,refined_metal,2001,0.0
ROW,Sn,scrap,2001,0.0
EU27,Zn,concentrate,2002,0.0
EU27,Zn,refined_metal,2002,0.0
EU27,Zn,scrap,2002,0.0
EU27,Ni,concentrate,2002,0.0
EU27,Ni,refined_metal,2002,0.0
EU27,Ni,scrap,2002,0.0
EU27,Sn,concentrate,2002,0.0
EU27,Sn,refined_metal,2002,0.0
EU27,Sn,scrap,2002,0.0
CHN,Zn,concentrate,2002,0.0
CHN,Zn,refined_metal,2002,0.0
CHN,Zn,scrap,2002,0.0
CHN,Ni,concentrate,2002,0.0
CHN,Ni,refined_metal,2002,0.0
CHN,Ni,scrap,2002,0.0
CHN,Sn,concentrate,2002,0.0
CHN,Sn,refined_metal,2002,0.0
CHN,Sn,scrap,2002,0.0
ROW,Zn,concentrate,2002,0.0
ROW,Zn,refined_metal,2002,0.0
ROW,Zn,scrap,2002,0.0
ROW,Ni,concentrate,2002,0.0
ROW,Ni,refined_metal,2002,0.0
ROW,Ni,scrap,2002,0.0
ROW,Sn,concentrate,2002,0.0
ROW,Sn,refined_metal,2002,0.0
ROW,Sn,scrap,2002,0.0
EU27,Zn,concentrate,2003,0.0
EU27,Zn,refined_metal,2003,0.0
EU27,Zn,scrap,2003,0.0
EU27,Ni,concentrate,2003,0.0
EU27,Ni,refined_metal,2003,0.0
EU27,Ni,scrap,2003,0.0
EU27,Sn,concentrate,2003,0.0
EU27,Sn,refined_metal,2003,0.0
EU27,Sn,scrap,2003,0.0
CHN,Zn,concentrate,2003,0.0
CHN,Zn,refined_metal,2003,0.0
CHN,Zn,scrap,2003,0.0
CHN,Ni,concentrate,2003,0.0
CHN,Ni,refined_metal,2003,0.0
CHN,Ni,scrap,2003,0.0
CHN,Sn,concentrate,2003,0.0
CHN,Sn,refined_metal,2003,0.0
CHN,Sn,scrap,2003,0.0
ROW,Zn,concentrate,2003,0.0
ROW,Zn,refined_metal,2003,0.0
ROW,Zn,scrap,2003,0.0
ROW,Ni,concentrate,2003,0.0
ROW,Ni,refined_metal,2003,0.0
ROW,Ni,scrap,2003,0.0
ROW,Sn,concentrate,2003,0.0
ROW,Sn,refined_metal,2003,0.0
ROW,Sn,scrap,2003,0.0
EU27,Zn,concentrate,2004,0.0
EU27,Zn,refined_metal,2004,0.0
EU27,Zn,scrap,2004,0.0
EU27,Ni,concentrate,2004,0.0
EU27,Ni,refined_metal,2004,0.0
EU27,Ni,scrap,2004,0.0
EU27,Sn,concentrate,2004,0.0
EU27,Sn,refined_metal,2004,0.0
EU27,Sn,scrap,2004,0.0
CHN,Zn,concentrate,2004,0.0
CHN,Zn,refined_metal,2004,0.0
CHN,Zn,scrap,2004,0.0
CHN,Ni,concentrate,2004,0.0
CHN,Ni,refined_metal,2004,0.0
CHN,Ni,scrap,2004,0.0
CHN,Sn,concentrate,2004,0.0
CHN,Sn,refined_metal,2004,0.0
CHN,Sn,scrap,2004,0.0
ROW,Zn,concentrate,2004,0.0
ROW,Zn,refined_metal,2004,0.0
ROW,Zn,scrap,2004,0.0
ROW,Ni,concentrate,2004,0.0
ROW,Ni,refined_metal,2004,0.0
ROW,Ni,scrap,2004,0.0
ROW,Sn,concentrate,2004,0.0
ROW,Sn,refined_metal,2004,0.0
ROW,Sn,scrap,2004,0.0
EU27,Zn,concentrate,2005,0.0
EU27,Zn,refined_metal,2005,0.0
EU27,Zn,scrap,2005,0.0
EU27,Ni,concentrate,2005,0.0
EU27,Ni,refined_metal,2005,0.0
EU27,Ni,scrap,2005,0.0
EU27,Sn,concentrate,2005,0.0
EU27,Sn,refined_metal,2005,0.0
EU27,Sn,scrap,2005,0.0
CHN,Zn,concentrate,2005,0.0
CHN,Zn,refined_metal,2005,0.0
CHN,Zn,scrap,2005,0.0
CHN,Ni,concentrate,2005,0.0
CHN,Ni,refined_metal,2005,0.0
CHN,Ni,scrap,2005,0.0
CHN,Sn,concentrate,2005,0.0
CHN,Sn,refined_metal,2005,0.0
CHN,Sn,scrap,2005,0.0
ROW,Zn,concentrate,2005,0.0
ROW,Zn,refined_metal,2005,0.0
ROW,Zn,scrap,2005,0.0
ROW,Ni,concentrate,2005,0.0
ROW,Ni,refined_metal,2005,0.0
ROW,Ni,scrap,2005,0.0
ROW,Sn,concentrate,2005,0.0
ROW,Sn,refined_metal,2005,0.0
ROW,Sn,scrap,2005,0.0
EU27,Zn,concentrate,2006,0.0
EU27,Zn,refined_metal,2006,0.0
EU27,Zn,scrap,2006,0.0
EU27,Ni,concentrate,2006,0.0
EU27,Ni,refined_metal,2006,0.0
EU27,Ni,scrap,2006,0.0
EU27,Sn,concentrate,2006,0.0
EU27,Sn,refined_metal,2006,0.0
EU27,Sn,scrap,2006,0.0
CHN,Zn,concentrate,2006,0.0
CHN,Zn,refined_metal,2006,0.0
CHN,Zn,scrap,2006,0.0
CHN,Ni,concentrate,2006,0.0
CHN,Ni,refined_metal,2006,0.0
CHN,Ni,scrap,2006,0.0
CHN,Sn,concentrate,2006,0.0
CHN,Sn,refined_metal,2006,0.0
CHN,Sn,scrap,2006,0.0
ROW,Zn,concentrate,2006,0.0
ROW,Zn,refined_metal,2006,0.0
ROW,Zn,scrap,2006,0.0
ROW,Ni,concentrate,2006,0.0
ROW,Ni,refined_metal,2006,0.0
ROW,Ni,scrap,2006,0.0
ROW,Sn,concentrate,2006,0.0
ROW,Sn,refined_metal,2006,0.0
ROW,Sn,scrap,2006,0.0
EU27,Zn,concentrate,2007,0.0
EU27,Zn,refined_metal,2007,0.0
EU27,Zn,scrap,2007,0.0
EU27,Ni,concentrate,2007,0.0
EU27,Ni,refined_metal,2007,0.0
EU27,Ni,scrap,2007,0.0
EU27,Sn,concentrate,2007,0.0
EU27,Sn,refined_metal,2007,0.0
EU27,Sn,scrap,2007,0.0
CHN,Zn,concentrate,2007,0.0
CHN,Zn,refined_metal,2007,0.0
CHN,Zn,scrap,2007,0.0
CHN,Ni,concentrate,2007,0.0
CHN,Ni,refined_metal,2007,0.0
CHN,Ni,scrap,2007,0.0
CHN,Sn,concentrate,2007,0.0
CHN,Sn,refined_metal,2007,0.0
CHN,Sn,scrap,2007,0.0
ROW,Zn,concentrate,2007,0.0
ROW,Zn,refined_metal,2007,0.0
ROW,Zn,scrap,2007,0.0
ROW,Ni,concentrate,2007,0.0
ROW,Ni,refined_metal,2007,0.0
ROW,Ni,scrap,2007,0.0
ROW,Sn,concentrate,2007,0.0
ROW,Sn,refined_metal,2007,0.0
ROW,Sn,scrap,2007,0.0
EU27,Zn,concentrate,2008,0.0
EU27,Zn,refined_metal,2008,0.0
EU27,Zn,scrap,2008,0.0
EU27,Ni,concentrate,2008,0.0
EU27,Ni,refined_metal,2008,0.0
EU27,Ni,scrap,2008,0.0
EU27,Sn,concentrate,2008,0.0
EU27,Sn,refined_metal,2008,0.0
EU27,Sn,scrap,2008,0.0
CHN,Zn,concentrate,2008,0.0
CHN,Zn,refined_metal,2008,0.0
CHN,Zn,scrap,2008,0.0
CHN,Ni,concentrate,2008,0.0
CHN,Ni,refined_metal,2008,0.0
CHN,Ni,scrap,2008,0.0
CHN,Sn,concentrate,2008,0.0
CHN,Sn,refined_metal,2008,0.0
CHN,Sn,scrap,2008,0.0
ROW,Zn,concentrate,2008,0.0
ROW,Zn,refined_metal,2008,0.0
ROW,Zn,scrap,2008,0.0
ROW,Ni,concentrate,2008,0.0
ROW,Ni,refined_metal,2008,0.0
ROW,Ni,scrap,2008,0.0
ROW,Sn,concentrate,2008,0.0
ROW,Sn,refined_metal,2008,0.0
ROW,Sn,scrap,2008,0.0
EU27,Zn,concentrate,2009,0.0
EU27,Zn,refined_metal,2009,0.0
EU27,Zn,scrap,2009,0.0
EU27,Ni,concentrate,2009,0.0
EU27,Ni,refined_metal,2009,0.0
EU27,Ni,scrap,2009,0.0
EU27,Sn,concentrate,2009,0.0
EU27,Sn,refined_metal,2009,0.0
EU27,Sn,scrap,2009,0.0
CHN,Zn,concentrate,2009,0.0
CHN,Zn,refined_metal,2009,0.0
CHN,Zn,scrap,2009,0.0
CHN,Ni,concentrate,2009,0.0
CHN,Ni,refined_metal,2009,0.0
CHN,Ni,scrap,2009,0.0
CHN,Sn,concentrate,2009,0.0
CHN,Sn,refined_metal,2009,0.0
CHN,Sn,scrap,2009,0.0
ROW,Zn,concentrate,2009,0.0
ROW,Zn,refined_metal,2009,0.0
ROW,Zn,scrap,2009,0.0
ROW,Ni,concentrate,2009,0.0
ROW,Ni,refined_metal,2009,0.0
ROW,Ni,scrap,2009,0.0
ROW,Sn,concentrate,2009,0.0
ROW,Sn,refined_metal,2009,0.0
ROW,Sn,scrap,2009,0.0
EU27,Zn,concentrate,2010,0.0
EU27,Zn,refined_metal,2010,0.0
EU27,Zn,scrap,2010,0.0
EU27,Ni,concentrate,2010,0.0
EU27,Ni,refined_metal,2010,0.0
EU27,Ni,scrap,2010,0.0
EU27,Sn,concentrate,2010,0.0
EU27,Sn,refined_metal,2010,0.0
EU27,Sn,scrap,2010,0.0
CHN,Zn,concentrate,2010,0.0
CHN,Zn,refined_metal,2010,0.0
CHN,Zn,scrap,2010,0.0
CHN,Ni,concentrate,2010,0.0
CHN,Ni,refined_metal,2010,0.0
CHN,Ni,scrap,2010,0.0
CHN,Sn,concentrate,2010,0.0
CHN,Sn,refined_metal,2010,0.0
CHN,Sn,scrap,2010,0.0
ROW,Zn,concentrate,2010,0.0
ROW,Zn,refined_metal,2010,0.0
ROW,Zn,scrap,2010,0.0
ROW,Ni,concentrate,2010,0.0
ROW,Ni,refined_metal,2010,0.0
ROW,Ni,scrap,2010,0.0
ROW,Sn,concentrate,2010,0.0
ROW,Sn,refined_metal,2010,0.0
ROW,Sn,scrap,2010,0.0
EU27,Zn,concentrate,2011,0.0
EU27,Zn,refined_metal,2011,0.0
EU27,Zn,scrap,2011,0.0
EU27,Ni,concentrate,2011,0.0
EU27,Ni,refined_metal,2011,0.0
EU27,Ni,scrap,2011,0.0
EU27,Sn,concentrate,2011,0.0
EU27,Sn,refined_metal,2011,0.0
EU27,Sn,scrap,2011,0.0
CHN,Zn,concentrate,2011,0.0
CHN,Zn,refined_metal,2011,0.0
CHN,Zn,scrap,2011,0.0
CHN,Ni,concentrate,2011,0.0
CHN,Ni,refined_metal,2011,0.0
CHN,Ni,scrap,2011,0.0
CHN,Sn,concentrate,2011,0.0
CHN,Sn,refined_metal,2011,0.0
CHN,Sn,scrap,2011,0.0
ROW,Zn,concentrate,2011,0.0
ROW,Zn,refined_metal,2011,0.0
ROW,Zn,scrap,2011,0.0
ROW,Ni,concentrate,2011,0.0
ROW,Ni,refined_metal,2011,0.0
ROW,Ni,scrap,2011,0.0
ROW,Sn,concentrate,2011,0.0
ROW,Sn,refined_metal,2011,0.0
ROW,Sn,scrap,2011,0.0
EU27,Zn,concentrate,2012,0.0
EU27,Zn,refined_metal,2012,0.0
EU27,Zn,scrap,2012,0.0
EU27,Ni,concentrate,2012,0.0
EU27,Ni,refined_metal,2012,0.0
EU27,Ni,scrap,2012,0.0
EU27,Sn,concentrate,2012,0.0
EU27,Sn,refined_metal,2012,0.0
EU27,Sn,scrap,2012,0.0
CHN,Zn,concentrate,2012,0.0
CHN,Zn,refined_metal,2012,0.0
CHN,Zn,scrap,2012,0.0
CHN,Ni,concentrate,2012,0.0
CHN,Ni,refined_metal,2012,0.0
