r,m,c,t,value
ROW,Zn,scrap,1960,0.0
ROW,Ni,concentrate,1960,0.0
ROW,Ni,refined_metal,1960,0.0
ROW,Ni,scrap,1960,0.0
ROW,Sn,concentrate,1960,0.0
ROW,Sn,refined_metal,1960,0.0
ROW,Sn,scrap,1960,0.0
EU27,Zn,concentrate,1961,0.0
EU27,Zn,refined_metal,1961,0.0
EU27,Zn,scrap,1961,0.0
EU27,Ni,concentrate,1961,0.0
EU27,Ni,refined_metal,1961,0.0
EU27,Ni,scrap,1961,0.0
EU27,Sn,concentrate,1961,0.0
EU27,Sn,refined_metal,1961,0.0
EU27,Sn,scrap,1961,0.0
CHN,Zn,concentrate,1961,0.0
CHN,Zn,refined_metal,1961,0.0
CHN,Zn,scrap,1961,0.0
CHN,Ni,concentrate,1961,0.0
CHN,Ni,refined_metal,1961,0.0
CHN,Ni,scrap,1961,0.0
CHN,Sn,concentrate,1961,0.0
CHN,Sn,refined_metal,1961,0.0
CHN,Sn,scrap,1961,0.0
ROW,Zn,concentrate,1961,0.0
ROW,Zn,refined_metal,1961,0.0
ROW,Zn,scrap,1961,0.0
ROW,Ni,concentrate,1961,0.0
ROW,Ni,refined_metal,1961,0.0
ROW,Ni,scrap,1961,0.0
ROW,Sn,concentrate,1961,0.0
ROW,Sn,refined_metal,1961,0.0
ROW,Sn,scrap,1961,0.0
EU27,Zn,concentrate,1962,0.0
EU27,Zn,refined_metal,1962,0.0
EU27,Zn,scrap,1962,0.0
EU27,Ni,concentrate,1962,0.0
EU27,Ni,refined_metal,1962,0.0
EU27,Ni,scrap,1962,0.0
EU27,Sn,concentrate,1962,0.0
EU27,Sn,refined_metal,1962,0.0
EU27,Sn,scrap,1962,0.0
CHN,Zn,concentrate,1962,0.0
CHN,Zn,refined_metal,1962,0.0
CHN,Zn,scrap,1962,0.0
CHN,Ni,concentrate,1962,0.0
CHN,Ni,refined_metal,1962,0.0
CHN,Ni,scrap,1962,0.0
CHN,Sn,concentrate,1962,0.0
CHN,Sn,refined_metal,1962,0.0
CHN,Sn,scrap,1962,0.0
ROW,Zn,concentrate,1962,0.0
ROW,Zn,refined_metal,1962,0.0
ROW,Zn,scrap,1962,0.0
ROW,Ni,concentrate,1962,0.0
ROW,Ni,refined_metal,1962,0.0
ROW,Ni,scrap,1962,0.0
ROW,Sn,concentrate,1962,0.0
ROW,Sn,refined_metal,1962,0.0
ROW,Sn,scrap,1962,0.0
EU27,Zn,concentrate,1963,0.0
EU27,Zn,refined_metal,1963,0.0
EU27,Zn,scrap,1963,0.0
EU27,Ni,concentrate,1963,0.0
EU27,Ni,refined_metal,1963,0.0
EU27,Ni,scrap,1963,0.0
EU27,Sn,concentrate,1963,0.0
EU27,Sn,refined_metal,1963,0.0
EU27,Sn,scrap,1963,0.0
CHN,Zn,concentrate,1963,0.0
CHN,Zn,refined_metal,1963,0.0
CHN,Zn,scrap,1963,0.0
CHN,Ni,concentrate,1963,0.0
CHN,Ni,refined_metal,1963,0.0
CHN,Ni,scrap,1963,0.0
CHN,Sn,concentrate,1963,0.0
CHN,Sn,refined_metal,1963,0.0
CHN,Sn,scrap,1963,0.0
ROW,Zn,concentrate,1963,0.0
ROW,Zn,refined_metal,1963,0.0
ROW,Zn,scrap,1963,0.0
ROW,Ni,concentrate,1963,0.0
ROW,Ni,refined_metal,1963,0.0
ROW,Ni,scrap,1963,0.0
ROW,Sn,concentrate,1963,0.0
ROW,Sn,refined_metal,1963,0.0
ROW,Sn,scrap,1963,0.0
EU27,Zn,concentrate,1964,0.0
EU27,Zn,refined_metal,1964,0.0
EU27,Zn,scrap,1964,0.0
EU27,Ni,concentrate,1964,0.0
EU27,Ni,refined_metal,1964,0.0
EU27,Ni,scrap,1964,0.0
EU27,Sn,concentrate,1964,0.0
EU27,Sn,refined_metal,1964,0.0
EU27,Sn,scrap,1964,0.0
CHN,Zn,concentrate,1964,0.0
CHN,Zn,refined_metal,1964,0.0
CHN,Zn,scrap,1964,0.0
CHN,Ni,concentrate,1964,0.0
CHN,Ni,refined_metal,1964,0.0
CHN,Ni,scrap,1964,0.0
CHN,Sn,concentrate,1964,0.0
CHN,Sn,refined_metal,1964,0.0
CHN,Sn,scrap,1964,0.0
ROW,Zn,concentrate,1964,0.0
ROW,Zn,refined_metal,1964,0.0
ROW,Zn,scrap,1964,0.0
ROW,Ni,concentrate,1964,0.0
ROW,Ni,refined_metal,1964,0.0
ROW,Ni,scrap,1964,0.0
ROW,Sn,concentrate,1964,0.0
ROW,Sn,refined_metal,1964,0.0
ROW,Sn,scrap,1964,0.0
EU27,Zn,concentrate,1965,0.0
EU27,Zn,refined_metal,1965,0.0
EU27,Zn,scrap,1965,0.0
EU27,Ni,concentrate,1965,0.0
EU27,Ni,refined_metal,1965,0.0
EU27,Ni,scrap,1965,0.0
EU27,Sn,concentrate,1965,0.0
EU27,Sn,refined_metal,1965,0.0
EU27,Sn,scrap,1965,0.0
CHN,Zn,concentrate,1965,0.0
CHN,Zn,refined_metal,1965,0.0
CHN,Zn,scrap,1965,0.0
CHN,Ni,concentrate,1965,0.0
CHN,Ni,refined_metal,1965,0.0
CHN,Ni,scrap,1965,0.0
CHN,Sn,concentrate,1965,0.0
CHN,Sn,refined_metal,1965,0.0
CHN,Sn,scrap,1965,0.0
ROW,Zn,concentrate,1965,0.0
ROW,Zn,refined_metal,1965,0.0
ROW,Zn,scrap,1965,0.0
ROW,Ni,concentrate,1965,0.0
ROW,Ni,refined_metal,1965,0.0
ROW,Ni,scrap,1965,0.0
ROW,Sn,concentrate,1965,0.0
ROW,Sn,refined_metal,1965,0.0
ROW,Sn,scrap,1965,0.0
EU27,Zn,concentrate,1966,0.0
EU27,Zn,refined_metal,1966,0.0
EU27,Zn,scrap,1966,0.0
EU27,Ni,concentrate,1966,0.0
EU27,Ni,refined_metal,1966,0.0
EU27,Ni,scrap,1966,0.0
EU27,Sn,concentrate,1966,0.0
EU27,Sn,refined_metal,1966,0.0
EU27,Sn,scrap,1966,0.0
CHN,Zn,concentrate,1966,0.0
CHN,Zn,refined_metal,1966,0.0
CHN,Zn,scrap,1966,0.0
CHN,Ni,concentrate,1966,0.0
CHN,Ni,refined_metal,1966,0.0
CHN,Ni,scrap,1966,0.0
CHN,Sn,concentrate,1966,0.0
CHN,Sn,refined_metal,1966,0.0
CHN,Sn,scrap,1966,0.0
ROW,Zn,concentrate,1966,0.0
ROW,Zn,refined_metal,1966,0.0
ROW,Zn,scrap,1966,0.0
ROW,Ni,concentrate,1966,0.0
ROW,Ni,refined_metal,1966,0.0
ROW,Ni,scrap,1966,0.0
ROW,Sn,concentrate,1966,0.0
ROW,Sn,refined_metal,1966,0.0
ROW,Sn,scrap,1966,0.0
EU27,Zn,concentrate,1967,0.0
EU27,Zn,refined_metal,1967,0.0
EU27,Zn,scrap,1967,0.0
EU27,Ni,concentrate,1967,0.0
EU27,Ni,refined_metal,1967,0.0
EU27,Ni,scrap,1967,0.0
EU27,Sn,concentrate,1967,0.0
EU27,Sn,refined_metal,1967,0.0
EU27,Sn,scrap,1967,0.0
CHN,Zn,concentrate,1967,0.0
CHN,Zn,refined_metal,1967,0.0
CHN,Zn,scrap,1967,0.0
CHN,Ni,concentrate,1967,0.0
CHN,Ni,refined_metal,1967,0.0
CHN,Ni,scrap,1967,0.0
CHN,Sn,concentrate,1967,0.0
CHN,Sn,refined_metal,1967,0.0
CHN,Sn,scrap,1967,0.0
ROW,Zn,concentrate,1967,0.0
ROW,Zn,refined_metal,1967,0.0
ROW,Zn,scrap,1967,0.0
ROW,Ni,concentrate,1967,0.0
ROW,Ni,refined_metal,1967,0.0
ROW,Ni,scrap,1967,0.0
ROW,Sn,concentrate,1967,0.0
ROW,Sn,refined_metal,1967,0.0
ROW,Sn,scrap,1967,0.0
EU27,Zn,concentrate,1968,0.0
EU27,Zn,refined_metal,1968,0.0
EU27,Zn,scrap,1968,0.0
EU27,Ni,concentrate,1968,0.0
EU27,Ni,refined_metal,1968,0.0
EU27,Ni,scrap,1968,0.0
EU27,Sn,concentrate,1968,0.0
EU27,Sn,refined_metal,1968,0.0
EU27,Sn,scrap,1968,0.0
CHN,Zn,concentrate,1968,0.0
CHN,Zn,refined_metal,1968,0.0
CHN,Zn,scrap,1968,0.0
CHN,Ni,concentrate,1968,0.0
CHN,Ni,refined_metal,1968,0.0
CHN,Ni,scrap,1968,0.0
CHN,Sn,concentrate,1968,0.0
CHN,Sn,refined_metal,1968,0.0
CHN,Sn,scrap,1968,0.0
ROW,Zn,concentrate,1968,0.0
ROW,Zn,refined_metal,1968,0.0
ROW,Zn,scrap,1968,0.0
ROW,Ni,concentrate,1968,0.0
ROW,Ni,refined_metal,1968,0.0
ROW,Ni,scrap,1968,0.0
ROW,Sn,concentrate,1968,0.0
ROW,Sn,refined_metal,1968,0.0
ROW,Sn,scrap,1968,0.0
EU27,Zn,concentrate,1969,0.0
EU27,Zn,refined_metal,1969,0.0
EU27,Zn,scrap,1969,0.0
EU27,Ni,concentrate,1969,0.0
EU27,Ni,refined_metal,1969,0.0
EU27,Ni,scrap,1969,0.0
EU27,Sn,concentrate,1969,0.0
EU27,Sn,refined_metal,1969,0.0
EU27,Sn,scrap,1969,0.0
CHN,Zn,concentrate,1969,0.0
CHN,Zn,refined_metal,1969,0.0
CHN,Zn,scrap,1969,0.0
CHN,Ni,concentrate,1969,0.0
CHN,Ni,refined_metal,1969,0.0
CHN,Ni,scrap,1969,0.0
CHN,Sn,concentrate,1969,0.0
CHN,Sn,refined_metal,1969,0.0
CHN,Sn,scrap,1969,0.0
ROW,Zn,concentrate,1969,0.0
ROW,Zn,refined_metal,1969,0.0
ROW,Zn,scrap,1969,0.0
ROW,Ni,concentrate,1969,0.0
ROW,Ni,refined_metal,1969,0.0
ROW,Ni,scrap,1969,0.0
ROW,Sn,concentrate,1969,0.0
ROW,Sn,refined_metal,1969,0.0
ROW,Sn,scrap,1969,0.0
EU27,Zn,concentrate,1970,0.0
EU27,Zn,refined_metal,1970,0.0
EU27,Zn,scrap,1970,0.0
EU27,Ni,concentrate,1970,0.0
EU27,Ni,refined_metal,1970,0.0
EU27,Ni,scrap,1970,0.0
EU27,Sn,concentrate,1970,0.0
EU27,Sn,refined_metal,1970,0.0
EU27,Sn,scrap,1970,0.0
CHN,Zn,concentrate,1970,0.0
CHN,Zn,refined_metal,1970,0.0
CHN,Zn,scrap,1970,0.0
CHN,Ni,concentrate,1970,0.0
CHN,Ni,refined_metal,1970,0.0
CHN,Ni,scrap,1970,0.0
CHN,Sn,concentrate,1970,0.0
CHN,Sn,refined_metal,1970,0.0
CHN,Sn,scrap,1970,0.0
ROW,Zn,concentrate,1970,0.0
ROW,Zn,refined_metal,1970,0.0
ROW,Zn,scrap,1970,0.0
ROW,Ni,concentrate,1970,0.0
ROW,Ni,refined_metal,1970,0.0
ROW,Ni,scrap,1970,0.0
ROW,Sn,concentrate,1970,0.0
ROW,Sn,refined_metal,1970,0.0
ROW,Sn,scrap,1970,0.0
EU27,Zn,concentrate,1971,0.0
EU27,Zn,refined_metal,1971,0.0
EU27,Zn,scrap,1971,0.0
EU27,Ni,concentrate,1971,0.0
EU27,Ni,refined_metal,1971,0.0
EU27,Ni,scrap,1971,0.0
EU27,Sn,concentrate,1971,0.0
EU27,Sn,refined_metal,1971,0.0
EU27,Sn,scrap,1971,0.0
CHN,Zn,concentrate,1971,0.0
CHN,Zn,refined_metal,1971,0.0
CHN,Zn,scrap,1971,0.0
CHN,Ni,concentrate,1971,0.0
CHN,Ni,refined_metal,1971,0.0
CHN,Ni,scrap,1971,0.0
CHN,Sn,concentrate,1971,0.0
CHN,Sn,refined_metal,1971,0.0
CHN,Sn,scrap,1971,0.0
ROW,Zn,concentrate,1971,0.0
ROW,Zn,refined_metal,1971,0.0
ROW,Zn,scrap,1971,0.0
ROW,Ni,concentrate,1971,0.0
ROW,Ni,refined_metal,1971,0.0
ROW,Ni,scrap,1971,0.0
ROW,Sn,concentrate,1971,0.0
ROW,Sn,refined_metal,1971,0.0
ROW,Sn,scrap,1971,0.0
EU27,Zn,concentrate,1972,0.0
EU27,Zn,refined_metal,1972,0.0
EU27,Zn,scrap,1972,0.0
EU27,Ni,concentrate,1972,0.0
EU27,Ni,refined_metal,1972,0.0
EU27,Ni,scrap,1972,0.0
EU27,Sn,concentrate,1972,0.0
EU27,Sn,refined_metal,1972,0.0
EU27,Sn,scrap,1972,0.0
CHN,Zn,concentrate,1972,0.0
CHN,Zn,refined_metal,1972,0.0
CHN,Zn,scrap,1972,0.0
CHN,Ni,concentrate,1972,0.0
CHN,Ni,refined_metal,1972,0.0
CHN,Ni,scrap,1972,0.0
CHN,Sn,concentrate,1972,0.0
CHN,Sn,refined_metal,1972,0.0
CHN,Sn,scrap,1972,0.0
ROW,Zn,concentrate,1972,0.0
ROW,Zn,refined_metal,1972,0.0
ROW,Zn,scrap,1972,0.0
ROW,Ni,concentrate,1972,0.0
ROW,Ni,refined_metal,1972,0.0
ROW,Ni,scrap,1972,0.0
ROW,Sn,concentrate,1972,0.0
ROW,Sn,refined_metal,1972,0.0
ROW,Sn,scrap,1972,0.0
EU27,Zn,concentrate,1973,0.0
EU27,Zn,refined_metal,1973,0.0
EU27,Zn,scrap,1973,0.0
EU27,Ni,concentrate,1973,0.0
EU27,Ni,refined_metal,1973,0.0
EU27,Ni,scrap,1973,0.0
EU27,Sn,concentrate,1973,0.0
EU27,Sn,refined_metal,1973,0.0
EU27,Sn,scrap,1973,0.0
CHN,Zn,concentrate,1973,0.0
CHN,Zn,refined_metal,1973,0.0
CHN,Zn,scrap,1973,0.0
CHN,Ni,concentrate,1973,0.0
CHN,Ni,refined_metal,1973,0.0
CHN,Ni,scrap,1973,0.0
CHN,Sn,concentrate,1973,0.0
CHN,Sn,refined_metal,1973,0.0
CHN,Sn,scrap,1973,0.0
ROW,Zn,concentrate,1973,0.0
ROW,Zn,refined_metal,1973,0.0
ROW,Zn,scrap,1973,0.0
ROW,Ni,concentrate,1973,0.0
ROW,Ni,refined_metal,1973,0.0
ROW,Ni,scrap,1973,0.0
ROW,Sn,concentrate,1973,0.0
ROW,Sn,refined_metal,1973,0.0
ROW,Sn,scrap,1973,0.0
EU27,Zn,concentrate,1974,0.0
EU27,Zn,refined_metal,1974,0.0
EU27,Zn,scrap,1974,0.0
EU27,Ni,concentrate,1974,0.0
EU27,Ni,refined_metal,1974,0.0
EU27,Ni,scrap,1974,0.0
EU27,Sn,concentrate,1974,0.0
EU27,Sn,refined_metal,1974,0.0
EU27,Sn,scrap,1974,0.0
CHN,Zn,concentrate,1974,0.0
CHN,Zn,refined_metal,1974,0.0
CHN,Zn,scrap,1974,0.0
CHN,Ni,concentrate,1974,0.0
CHN,Ni,refined_metal,1974,0.0
CHN,Ni,scrap,1974,0.0
CHN,Sn,concentrate,1974,0.0
CHN,Sn,refined_metal,1974,0.0
CHN,Sn,scrap,1974,0.0
ROW,Zn,concentrate,1974,0.0
ROW,Zn,refined_metal,1974,0.0
ROW,Zn,scrap,1974,0.0
ROW,Ni,concentrate,1974,0.0
ROW,Ni,refined_metal,1974,0.0
ROW,Ni,scrap,1974,0.0
ROW,Sn,concentrate,1974,0.0
ROW,Sn,refined_metal,1974,0.0
ROW,Sn,scrap,1974,0.0
EU27,Zn,concentrate,1975,0.0
EU27,Zn,refined_metal,1975,0.0
EU27,Zn,scrap,1975,0.0
EU27,Ni,concentrate,1975,0.0
EU27,Ni,refined_metal,1975,0.0
EU27,Ni,scrap,1975,0.0
EU27,Sn,concentrate,1975,0.0
EU27,Sn,refined_metal,1975,0.0
EU27,Sn,scrap,1975,0.0
CHN,Zn,concentrate,1975,0.0
CHN,Zn,refined_metal,1975,0.0
CHN,Zn,scrap,1975,0.0
CHN,Ni,concentrate,1975,0.0
CHN,Ni,refined_metal,1975,0.0
CHN,Ni,scrap,1975,0.0
CHN,Sn,concentrate,1975,0.0
CHN,Sn,refined_metal,1975,0.0
CHN,Sn,scrap,1975,0.0
ROW,Zn,concentrate,1975,0.0
ROW,Zn,refined_metal,1975,0.0
ROW,Zn,scrap,1975,0.0
ROW,Ni,concentrate,1975,0.0
ROW,Ni,refined_metal,1975,0.0
ROW,Ni,scrap,1975,0.0
ROW,Sn,concentrate,1975,0.0
ROW,Sn,refined_metal,1975,0.0
ROW,Sn,scrap,1975,0.0
EU27,Zn,concentrate,1976,0.0
EU27,Zn,refined_metal,1976,0.0
EU27,Zn,scrap,1976,0.0
EU27,Ni,concentrate,1976,0.0
EU27,Ni,refined_metal,1976,0.0
EU27,Ni,scrap,1976,0.0
EU27,Sn,concentrate,1976,0.0
EU27,Sn,refined_metal,1976,0.0
EU27,Sn,scrap,1976,0.0
CHN,Zn,concentrate,1976,0.0
CHN,Zn,refined_metal,1976,0.0
CHN,Zn,scrap,1976,0.0
CHN,Ni,concentrate,1976,0.0
CHN,Ni,refined_metal,1976,0.0
CHN,Ni,scrap,1976,0.0
CHN,Sn,concentrate,1976,0.0
CHN,Sn,refined_metal,1976,0.0
CHN,Sn,scrap,1976,0.0
ROW,Zn,concentrate,1976,0.0
ROW,Zn,refined_metal,1976,0.0
ROW,Zn,scrap,1976,0.0
ROW,Ni,concentrate,1976,0.0
ROW,Ni,refined_metal,1976,0.0
ROW,Ni,scrap,1976,0.0
ROW,Sn,concentrate,1976,0.0
ROW,Sn,refined_metal,1976,0.0
ROW,Sn,scrap,1976,0.0
EU27,Zn,concentrate,1977,0.0
EU27,Zn,refined_metal,1977,0.0
EU27,Zn,scrap,1977,0.0
EU27,Ni,concentrate,1977,0.0
EU27,Ni,refined_metal,1977,0.0
EU27,Ni,scrap,1977,0.0
EU27,Sn,concentrate,1977,0.0
EU27,Sn,refined_metal,1977,0.0
EU27,Sn,scrap,1977,0.0
CHN,Zn,concentrate,1977,0.0
CHN,Zn,refined_metal,1977,0.0
CHN,Zn,scrap,1977,0.0
CHN,Ni,concentrate,1977,0.0
CHN,Ni,refined_metal,1977,0.0
CHN,Ni,scrap,1977,0.0
CHN,Sn,concentrate,1977,0.0
CHN,Sn,refined_metal,1977,0.0
CHN,Sn,scrap,1977,0.0
ROW,Zn,concentrate,1977,0.0
ROW,Zn,refined_metal,1977,0.0
ROW,Zn,scrap,1977,0.0
ROW,Ni,concentrate,1977,0.0
ROW,Ni,refined_metal,1977,0.0
ROW,Ni,scrap,1977,0.0
ROW,Sn,concentrate,1977,0.0
ROW,Sn,refined_metal,1977,0.0
ROW,Sn,scrap,1977,0.0
EU27,Zn,concentrate,1978,0.0
EU27,Zn,refined_metal,1978,0.0
EU27,Zn,scrap,1978,0.0
EU27,Ni,concentrate,1978,0.0
EU27,Ni,refined_metal,1978,0.0
EU27,Ni,scrap,1978,0.0
EU27,Sn,concentrate,1978,0.0
EU27,Sn,refined_metal,1978,0.0
EU27,Sn,scrap,1978,0.0
CHN,Zn,concentrate,1978,0.0
CHN,Zn,refined_metal,1978,0.0
CHN,Zn,scrap,1978,0.0
CHN,Ni,concentrate,1978,0.0
CHN,Ni,refined_metal,1978,0.0
CHN,Ni,scrap,1978,0.0
CHN,Sn,concentrate,1978,0.0
CHN,Sn,refined_metal,1978,0.0
CHN,Sn,scrap,1978,0.0
ROW,Zn,concentrate,1978,0.0
ROW,Zn,refined_metal,1978,0.0
ROW,Zn,scrap,1978,0.0
ROW,Ni,concentrate,1978,0.0
ROW,Ni,refined_metal,1978,0.0
ROW,Ni,scrap,1978,0.0
ROW,Sn,concentrate,1978,0.0
ROW,Sn,refined_metal,1978,0.0
ROW,Sn,scrap,1978,0.0
EU27,Zn,concentrate,1979,0.0
EU27,Zn,refined_metal,1979,0.0
EU27,Zn,scrap,1979,0.0
EU27,Ni,concentrate,1979,0.0
EU27,Ni,refined_metal,1979,0.0
EU27,Ni,scrap,1979,0.0
EU27,Sn,concentrate,1979,0.0
EU27,Sn,refined_metal,1979,0.0
EU27,Sn,scrap,1979,0.0
CHN,Zn,concentrate,1979,0.0
CHN,Zn,refined_metal,1979,0.0
CHN,Zn,scrap,1979,0.0
CHN,Ni,concentrate,1979,0.0
CHN,Ni,refined_metal,1979,0.0
CHN,Ni,scrap,1979,0.0
CHN,Sn,concentrate,1979,0.0
CHN,Sn,refined_metal,1979,0.0
CHN,Sn,scrap,1979,0.0
ROW,Zn,concentrate,1979,0.0
ROW,Zn,refined_metal,1979,0.0
ROW,Zn,scrap,1979,0.0
ROW,Ni,concentrate,1979,0.0
ROW,Ni,refined_metal,1979,0.0
ROW,Ni,scrap,1979,0.0
ROW,Sn,concentrate,1979,0.0
ROW,Sn,refined_metal,1979,0.0
ROW,Sn,scrap,1979,0.0
EU27,Zn,concentrate,1980,0.0
EU27,Zn,refined_metal,1980,0.0
EU27,Zn,scrap,1980,0.0
EU27,Ni,concentrate,1980,0.0
EU27,Ni,refined_metal,1980,0.0
EU27,Ni,scrap,1980,0.0
EU27,Sn,concentrate,1980,0.0
EU27,Sn,refined_metal,1980,0.0
EU27,Sn,scrap,1980,0.0
CHN,Zn,concentrate,1980,0.0
CHN,Zn,refined_metal,1980,0.0
CHN,Zn,scrap,1980,0.0
CHN,Ni,concentrate,1980,0.0
CHN,Ni,refined_metal,1980,0.0
CHN,Ni,scrap,1980,0.0
CHN,Sn,concentrate,1980,0.0
CHN,Sn,refined_metal,1980,0.0
CHN,Sn,scrap,1980,0.0
ROW,Zn,concentrate,1980,0.0
ROW,Zn,refined_metal,1980,0.0
ROW,Zn,scrap,1980,0.0
ROW,Ni,concentrate,1980,0.0
ROW,Ni,refined_metal,1980,0.0
ROW,Ni,scrap,1980,0.0
ROW,Sn,concentrate,1980,0.0
ROW,Sn,refined_metal,1980,0.0
ROW,Sn,scrap,1980,0.0
EU27,Zn,concentrate,1981,0.0
EU27,Zn,refined_metal,1981,0.0
EU27,Zn,scrap,1981,0.0
EU27,Ni,concentrate,1981,0.0
EU27,Ni,refined_metal,1981,0.0
EU27,Ni,scrap,1981,0.0
EU27,Sn,concentrate,1981,0.0
EU27,Sn,refined_metal,1981,0.0
EU27,Sn,scrap,1981,0.0
CHN,Zn,concentrate,1981,0.0
CHN,Zn,refined_metal,1981,0.0
CHN,Zn,scrap,1981,0.0
CHN,Ni,concentrate,1981,0.0
CHN,Ni,refined_metal,1981,0.0
CHN,Ni,scrap,1981,0.0
CHN,Sn,concentrate,1981,0.0
CHN,Sn,refined_metal,1981,0.0
CHN,Sn,scrap,1981,0.0
ROW,Zn,concentrate,1981,0.0
ROW,Zn,refined_metal,1981,0.0
ROW,Zn,scrap,1981,0.0
ROW,Ni,concentrate,1981,0.0
ROW,Ni,refined_metal,1981,0.0
ROW,Ni,scrap,1981,0.0
ROW,Sn,concentrate,1981,0.0
ROW,Sn,refined_metal,1981,0.0
ROW,Sn,scrap,1981,0.0
EU27,Zn,concentrate,1982,0.0
EU27,Zn,refined_metal,1982,0.0
EU27,Zn,scrap,1982,0.0
EU27,Ni,concentrate,1982,0.0
EU27,Ni,refined_metal,1982,0.0
EU27,Ni,scrap,1982,0.0
EU27,Sn,concentrate,1982,0.0
EU27,Sn,refined_metal,1982,0.0
EU27,Sn,scrap,1982,0.0
CHN,Zn,concentrate,1982,0.0
CHN,Zn,refined_metal,1982,0.0
CHN,Zn,scrap,1982,0.0
CHN,Ni,concentrate,1982,0.0
CHN,Ni,refined_metal,1982,0.0
CHN,Ni,scrap,1982,0.0
CHN,Sn,concentrate,1982,0.0
CHN,Sn,refined_metal,1982,0.0
CHN,Sn,scrap,1982,0.0
ROW,Zn,concentrate,1982,0.0
ROW,Zn,refined_metal,1982,0.0
ROW,Zn,scrap,1982,0.0
ROW,Ni,concentrate,1982,0.0
ROW,Ni,refined_metal,1982,0.0
ROW,Ni,scrap,1982,0.0
ROW,Sn,concentrate,1982,0.0
ROW,Sn,refined_metal,1982,0.0
ROW,Sn,scrap,1982,0.0
EU27,Zn,concentrate,1983,0.0
EU27,Zn,refined_metal,1983,0.0
EU27,Zn,scrap,1983,0.0
EU27,Ni,concentrate,1983,0.0
EU27,Ni,refined_metal,1983,0.0
EU27,Ni,scrap,1983,0.0
EU27,Sn,concentrate,1983,0.0
EU27,Sn,refined_metal,1983,0.0
EU27,Sn,scrap,1983,0.0
CHN,Zn,concentrate,1983,0.0
CHN,Zn,refined_metal,1983,0.0
CHN,Zn,scrap,1983,0.0
CHN,Ni,concentrate,1983,0.0
CHN,Ni,refined_metal,1983,0.0
CHN,Ni,scrap,1983,0.0
CHN,Sn,concentrate,1983,0.0
CHN,Sn,refined_metal,1983,0.0
CHN,Sn,scrap,1983,0.0
ROW,Zn,concentrate,1983,0.0
ROW,Zn,refined_metal,1983,0.0
ROW,Zn,scrap,1983,0.0
ROW,Ni,concentrate,1983,0.0
ROW,Ni,refined_metal,1983,0.0
ROW,Ni,scrap,1983,0.0
ROW,Sn,concentrate,1983,0.0
ROW,Sn,refined_metal,1983,0.0
ROW,Sn,scrap,1983,0.0
EU27,Zn,concentrate,1984,0.0
EU27,Zn,refined_metal,1984,0.0
EU27,Zn,scrap,1984,0.0
EU27,Ni,concentrate,1984,0.0
EU27,Ni,refined_metal,1984,0.0
EU27,Ni,scrap,1984,0.0
EU27,Sn,concentrate,1984,0.0
EU27,Sn,refined_metal,1984,0.0
EU27,Sn,scrap,1984,0.0
CHN,Zn,concentrate,1984,0.0
CHN,Zn,refined_metal,1984,0.0
CHN,Zn,scrap,1984,0.0
CHN,Ni,concentrate,1984,0.0
CHN,Ni,refined_metal,1984,0.0
CHN,Ni,scrap,1984,0.0
CHN,Sn,concentrate,1984,0.0
CHN,Sn,refined_metal,1984,0.0
CHN,Sn,scrap,1984,0.0
ROW,Zn,concentrate,1984,0.0
ROW,Zn,refined_metal,1984,0.0
ROW,Zn,scrap,1984,0.0
ROW,Ni,concentrate,1984,0.0
ROW,Ni,refined_metal,1984,0.0
ROW,Ni,scrap,1984,0.0
ROW,Sn,concentrate,1984,0.0
ROW,Sn,refined_metal,1984,0.0
ROW,Sn,scrap,1984,0.0
EU27,Zn,concentrate,1985,0.0
EU27,Zn,refined_metal,1985,0.0
EU27,Zn,scrap,1985,0.0
EU27,Ni,concentrate,1985,0.0
EU27,Ni,refined_metal,1985,0.0
EU27,Ni,scrap,1985,0.0
EU27,Sn,concentrate,1985,0.0
EU27,Sn,refined_metal,1985,0.0
EU27,Sn,scrap,1985,0.0
CHN,Zn,concentrate,1985,0.0
CHN,Zn,refined_metal,1985,0.0
CHN,Zn,scrap,1985,0.0
CHN,Ni,concentrate,1985,0.0
CHN,Ni,refined_metal,1985,0.0
CHN,Ni,scrap,1985,0.0
CHN,Sn,concentrate,1985,0.0
CHN,Sn,refined_metal,1985,0.0
CHN,Sn,scrap,1985,0.0
ROW,Zn,concentrate,1985,0.0
ROW,Zn,refined_metal,1985,0.0
ROW,Zn,scrap,1985,0.0
ROW,Ni,concentrate,1985,0.0
ROW,Ni,refined_metal,1985,0.0
ROW,Ni,scrap,1985,0.0
ROW,Sn,concentrate,1985,0.0
ROW,Sn,refined_metal,1985,0.0
ROW,Sn,scrap,1985,0.0
EU27,Zn,concentrate,1986,0.0
EU27,Zn,refined_metal,1986,0.0
EU27,Zn,scrap,1986,0.0
EU27,Ni,concentrate,1986,0.0
EU27,Ni,refined_metal,1986,0.0
EU27,Ni,scrap,1986,0.0
EU27,Sn,concentrate,1986,0.0
EU27,Sn,refined_metal,1986,0.0
EU27,Sn,scrap,1986,0.0
CHN,Zn,concentrate,1986,0.0
CHN,Zn,refined_metal,1986,0.0
CHN,Zn,scrap,1986,0.0
CHN,Ni,concentrate,1986,0.0
CHN,Ni,refined_metal,1986,0.0
CHN,Ni,scrap,1986,0.0
CHN,Sn,concentrate,1986,0.0
CHN,Sn,refined_metal,1986,0.0
