t,r,m,p,value
1820,ROW,Zn,refining_primary,
1820,ROW,Zn,residue_treatment_disposal,
1820,ROW,Zn,sorting_preprocessing,
1820,ROW,Zn,use_phase,
1821,CHN,Ni,beneficiation_concentration,
1821,CHN,Ni,collection,
1821,CHN,Ni,environment,
1821,CHN,Ni,fabrication_and_manufacturing,
1821,CHN,Ni,primary_extraction,
1821,CHN,Ni,recycling_refining_secondary,
1821,CHN,Ni,refining_primary,
1821,CHN,Ni,residue_treatment_disposal,
1821,CHN,Ni,sorting_preprocessing,
1821,CHN,Ni,use_phase,
1821,CHN,Sn,beneficiation_concentration,
1821,CHN,Sn,collection,
1821,CHN,Sn,environment,
1821,CHN,Sn,fabrication_and_manufacturing,
1821,CHN,Sn,primary_extraction,
1821,CHN,Sn,recycling_refining_secondary,
1821,CHN,Sn,refining_primary,
1821,CHN,Sn,residue_treatment_disposal,
1821,CHN,Sn,sorting_preprocessing,
1821,CHN,Sn,use_phase,
1821,CHN,Zn,beneficiation_concentration,
1821,CHN,Zn,collection,
1821,CHN,Zn,environment,
1821,CHN,Zn,fabrication_and_manufacturing,
1821,CHN,Zn,primary_extraction,
1821,CHN,Zn,recycling_refining_secondary,
1821,CHN,Zn,refining_primary,
1821,CHN,Zn,residue_treatment_disposal,
1821,CHN,Zn,sorting_preprocessing,
1821,CHN,Zn,use_phase,
1821,EU27,Ni,beneficiation_concentration,
1821,EU27,Ni,collection,
1821,EU27,Ni,environment,
1821,EU27,Ni,fabrication_and_manufacturing,
1821,EU27,Ni,primary_extraction,
1821,EU27,Ni,recycling_refining_secondary,
1821,EU27,Ni,refining_primary,
1821,EU27,Ni,residue_treatment_disposal,
1821,EU27,Ni,sorting_preprocessing,
1821,EU27,Ni,use_phase,
1821,EU27,Sn,beneficiation_concentration,
1821,EU27,Sn,collection,
1821,EU27,Sn,environment,
1821,EU27,Sn,fabrication_and_manufacturing,
1821,EU27,Sn,primary_extraction,
1821,EU27,Sn,recycling_refining_secondary,
1821,EU27,Sn,refining_primary,
1821,EU27,Sn,residue_treatment_disposal,
1821,EU27,Sn,sorting_preprocessing,
1821,EU27,Sn,use_phase,
1821,EU27,Zn,beneficiation_concentration,
1821,EU27,Zn,collection,
1821,EU27,Zn,environment,
1821,EU27,Zn,fabrication_and_manufacturing,
1821,EU27,Zn,primary_extraction,
1821,EU27,Zn,recycling_refining_secondary,
1821,EU27,Zn,refining_primary,
1821,EU27,Zn,residue_treatment_disposal,
1821,EU27,Zn,sorting_preprocessing,
1821,EU27,Zn,use_phase,
1821,ROW,Ni,beneficiation_concentration,
1821,ROW,Ni,collection,
1821,ROW,Ni,environment,
1821,ROW,Ni,fabrication_and_manufacturing,
1821,ROW,Ni,primary_extraction,
1821,ROW,Ni,recycling_refining_secondary,
1821,ROW,Ni,refining_primary,
1821,ROW,Ni,residue_treatment_disposal,
1821,ROW,Ni,sorting_preprocessing,
1821,ROW,Ni,use_phase,
1821,ROW,Sn,beneficiation_concentration,
1821,ROW,Sn,collection,
1821,ROW,Sn,environment,
1821,ROW,Sn,fabrication_and_manufacturing,
1821,ROW,Sn,primary_extraction,
1821,ROW,Sn,recycling_refining_secondary,
1821,ROW,Sn,refining_primary,
1821,ROW,Sn,residue_treatment_disposal,
1821,ROW,Sn,sorting_preprocessing,
1821,ROW,Sn,use_phase,
1821,ROW,Zn,beneficiation_concentration,
1821,ROW,Zn,collection,
1821,ROW,Zn,environment,
1821,ROW,Zn,fabrication_and_manufacturing,
1821,ROW,Zn,primary_extraction,
1821,ROW,Zn,recycling_refining_secondary,
1821,ROW,Zn,refining_primary,
1821,ROW,Zn,residue_treatment_disposal,
1821,ROW,Zn,sorting_preprocessing,
1821,ROW,Zn,use_phase,
1822,CHN,Ni,beneficiation_concentration,
1822,CHN,Ni,collection,
1822,CHN,Ni,environment,
1822,CHN,Ni,fabrication_and_manufacturing,
1822,CHN,Ni,primary_extraction,
1822,CHN,Ni,recycling_refining_secondary,
1822,CHN,Ni,refining_primary,
1822,CHN,Ni,residue_treatment_disposal,
1822,CHN,Ni,sorting_preprocessing,
1822,CHN,Ni,use_phase,
1822,CHN,Sn,beneficiation_concentration,
1822,CHN,Sn,collection,
1822,CHN,Sn,environment,
1822,CHN,Sn,fabrication_and_manufacturing,
1822,CHN,Sn,primary_extraction,
1822,CHN,Sn,recycling_refining_secondary,
1822,CHN,Sn,refining_primary,
1822,CHN,Sn,residue_treatment_disposal,
1822,CHN,Sn,sorting_preprocessing,
1822,CHN,Sn,use_phase,
1822,CHN,Zn,beneficiation_concentration,
1822,CHN,Zn,collection,
1822,CHN,Zn,environment,
1822,CHN,Zn,fabrication_and_manufacturing,
1822,CHN,Zn,primary_extraction,
1822,CHN,Zn,recycling_refining_secondary,
1822,CHN,Zn,refining_primary,
1822,CHN,Zn,residue_treatment_disposal,
1822,CHN,Zn,sorting_preprocessing,
1822,CHN,Zn,use_phase,
1822,EU27,Ni,beneficiation_concentration,
1822,EU27,Ni,collection,
1822,EU27,Ni,environment,
1822,EU27,Ni,fabrication_and_manufacturing,
1822,EU27,Ni,primary_extraction,
1822,EU27,Ni,recycling_refining_secondary,
1822,EU27,Ni,refining_primary,
1822,EU27,Ni,residue_treatment_disposal,
1822,EU27,Ni,sorting_preprocessing,
1822,EU27,Ni,use_phase,
1822,EU27,Sn,beneficiation_concentration,
1822,EU27,Sn,collection,
1822,EU27,Sn,environment,
1822,EU27,Sn,fabrication_and_manufacturing,
1822,EU27,Sn,primary_extraction,
1822,EU27,Sn,recycling_refining_secondary,
1822,EU27,Sn,refining_primary,
1822,EU27,Sn,residue_treatment_disposal,
1822,EU27,Sn,sorting_preprocessing,
1822,EU27,Sn,use_phase,
1822,EU27,Zn,beneficiation_concentration,
1822,EU27,Zn,collection,
1822,EU27,Zn,environment,
1822,EU27,Zn,fabrication_and_manufacturing,
1822,EU27,Zn,primary_extraction,
1822,EU27,Zn,recycling_refining_secondary,
1822,EU27,Zn,refining_primary,
1822,EU27,Zn,residue_treatment_disposal,
1822,EU27,Zn,sorting_preprocessing,
1822,EU27,Zn,use_phase,
1822,ROW,Ni,beneficiation_concentration,
1822,ROW,Ni,collection,
1822,ROW,Ni,environment,
1822,ROW,Ni,fabrication_and_manufacturing,
1822,ROW,Ni,primary_extraction,
1822,ROW,Ni,recycling_refining_secondary,
1822,ROW,Ni,refining_primary,
1822,ROW,Ni,residue_treatment_disposal,
1822,ROW,Ni,sorting_preprocessing,
1822,ROW,Ni,use_phase,
1822,ROW,Sn,beneficiation_concentration,
1822,ROW,Sn,collection,
1822,ROW,Sn,environment,
1822,ROW,Sn,fabrication_and_manufacturing,
1822,ROW,Sn,primary_extraction,
1822,ROW,Sn,recycling_refining_secondary,
1822,ROW,Sn,refining_primary,
1822,ROW,Sn,residue_treatment_disposal,
1822,ROW,Sn,sorting_preprocessing,
1822,ROW,Sn,use_phase,
1822,ROW,Zn,beneficiation_concentration,
1822,ROW,Zn,collection,
1822,ROW,Zn,environment,
1822,ROW,Zn,fabrication_and_manufacturing,
1822,ROW,Zn,primary_extraction,
1822,ROW,Zn,recycling_refining_secondary,
1822,ROW,Zn,refining_primary,
1822,ROW,Zn,residue_treatment_disposal,
1822,ROW,Zn,sorting_preprocessing,
1822,ROW,Zn,use_phase,
1823,CHN,Ni,beneficiation_concentration,
1823,CHN,Ni,collection,
1823,CHN,Ni,environment,
1823,CHN,Ni,fabrication_and_manufacturing,
1823,CHN,Ni,primary_extraction,
1823,CHN,Ni,recycling_refining_secondary,
1823,CHN,Ni,refining_primary,
1823,CHN,Ni,residue_treatment_disposal,
1823,CHN,Ni,sorting_preprocessing,
1823,CHN,Ni,use_phase,
1823,CHN,Sn,beneficiation_concentration,
1823,CHN,Sn,collection,
1823,CHN,Sn,environment,
1823,CHN,Sn,fabrication_and_manufacturing,
1823,CHN,Sn,primary_extraction,
1823,CHN,Sn,recycling_refining_secondary,
1823,CHN,Sn,refining_primary,
1823,CHN,Sn,residue_treatment_disposal,
1823,CHN,Sn,sorting_preprocessing,
1823,CHN,Sn,use_phase,
1823,CHN,Zn,beneficiation_concentration,
1823,CHN,Zn,collection,
1823,CHN,Zn,environment,
1823,CHN,Zn,fabrication_and_manufacturing,
1823,CHN,Zn,primary_extraction,
1823,CHN,Zn,recycling_refining_secondary,
1823,CHN,Zn,refining_primary,
1823,CHN,Zn,residue_treatment_disposal,
1823,CHN,Zn,sorting_preprocessing,
1823,CHN,Zn,use_phase,
1823,EU27,Ni,beneficiation_concentration,
1823,EU27,Ni,collection,
1823,EU27,Ni,environment,
1823,EU27,Ni,fabrication_and_manufacturing,
1823,EU27,Ni,primary_extraction,
1823,EU27,Ni,recycling_refining_secondary,
1823,EU27,Ni,refining_primary,
1823,EU27,Ni,residue_treatment_disposal,
1823,EU27,Ni,sorting_preprocessing,
1823,EU27,Ni,use_phase,
1823,EU27,Sn,beneficiation_concentration,
1823,EU27,Sn,collection,
1823,EU27,Sn,environment,
1823,EU27,Sn,fabrication_and_manufacturing,
1823,EU27,Sn,primary_extraction,
1823,EU27,Sn,recycling_refining_secondary,
1823,EU27,Sn,refining_primary,
1823,EU27,Sn,residue_treatment_disposal,
1823,EU27,Sn,sorting_preprocessing,
1823,EU27,Sn,use_phase,
1823,EU27,Zn,beneficiation_concentration,
1823,EU27,Zn,collection,
1823,EU27,Zn,environment,
1823,EU27,Zn,fabrication_and_manufacturing,
1823,EU27,Zn,primary_extraction,
1823,EU27,Zn,recycling_refining_secondary,
1823,EU27,Zn,refining_primary,
1823,EU27,Zn,residue_treatment_disposal,
1823,EU27,Zn,sorting_preprocessing,
1823,EU27,Zn,use_phase,
1823,ROW,Ni,beneficiation_concentration,
1823,ROW,Ni,collection,
1823,ROW,Ni,environment,
1823,ROW,Ni,fabrication_and_manufacturing,
1823,ROW,Ni,primary_extraction,
1823,ROW,Ni,recycling_refining_secondary,
1823,ROW,Ni,refining_primary,
1823,ROW,Ni,residue_treatment_disposal,
1823,ROW,Ni,sorting_preprocessing,
1823,ROW,Ni,use_phase,
1823,ROW,Sn,beneficiation_concentration,
1823,ROW,Sn,collection,
1823,ROW,Sn,environment,
1823,ROW,Sn,fabrication_and_manufacturing,
1823,ROW,Sn,primary_extraction,
1823,ROW,Sn,recycling_refining_secondary,
1823,ROW,Sn,refining_primary,
1823,ROW,Sn,residue_treatment_disposal,
1823,ROW,Sn,sorting_preprocessing,
1823,ROW,Sn,use_phase,
1823,ROW,Zn,beneficiation_concentration,
1823,ROW,Zn,collection,
1823,ROW,Zn,environment,
1823,ROW,Zn,fabrication_and_manufacturing,
1823,ROW,Zn,primary_extraction,
1823,ROW,Zn,recycling_refining_secondary,
1823,ROW,Zn,refining_primary,
1823,ROW,Zn,residue_treatment_disposal,
1823,ROW,Zn,sorting_preprocessing,
1823,ROW,Zn,use_phase,
1824,CHN,Ni,beneficiation_concentration,
1824,CHN,Ni,collection,
1824,CHN,Ni,environment,
1824,CHN,Ni,fabrication_and_manufacturing,
1824,CHN,Ni,primary_extraction,
1824,CHN,Ni,recycling_refining_secondary,
1824,CHN,Ni,refining_primary,
1824,CHN,Ni,residue_treatment_disposal,
1824,CHN,Ni,sorting_preprocessing,
1824,CHN,Ni,use_phase,
1824,CHN,Sn,beneficiation_concentration,
1824,CHN,Sn,collection,
1824,CHN,Sn,environment,
1824,CHN,Sn,fabrication_and_manufacturing,
1824,CHN,Sn,primary_extraction,
1824,CHN,Sn,recycling_refining_secondary,
1824,CHN,Sn,refining_primary,
1824,CHN,Sn,residue_treatment_disposal,
1824,CHN,Sn,sorting_preprocessing,
1824,CHN,Sn,use_phase,
1824,CHN,Zn,beneficiation_concentration,
1824,CHN,Zn,collection,
1824,CHN,Zn,environment,
1824,CHN,Zn,fabrication_and_manufacturing,
1824,CHN,Zn,primary_extraction,
1824,CHN,Zn,recycling_refining_secondary,
1824,CHN,Zn,refining_primary,
1824,CHN,Zn,residue_treatment_disposal,
1824,CHN,Zn,sorting_preprocessing,
1824,CHN,Zn,use_phase,
1824,EU27,Ni,beneficiation_concentration,
1824,EU27,Ni,collection,
1824,EU27,Ni,environment,
1824,EU27,Ni,fabrication_and_manufacturing,
1824,EU27,Ni,primary_extraction,
1824,EU27,Ni,recycling_refining_secondary,
1824,EU27,Ni,refining_primary,
1824,EU27,Ni,residue_treatment_disposal,
1824,EU27,Ni,sorting_preprocessing,
1824,EU27,Ni,use_phase,
1824,EU27,Sn,beneficiation_concentration,
1824,EU27,Sn,collection,
1824,EU27,Sn,environment,
1824,EU27,Sn,fabrication_and_manufacturing,
1824,EU27,Sn,primary_extraction,
1824,EU27,Sn,recycling_refining_secondary,
1824,EU27,Sn,refining_primary,
1824,EU27,Sn,residue_treatment_disposal,
1824,EU27,Sn,sorting_preprocessing,
1824,EU27,Sn,use_phase,
1824,EU27,Zn,beneficiation_concentration,
1824,EU27,Zn,collection,
1824,EU27,Zn,environment,
1824,EU27,Zn,fabrication_and_manufacturing,
1824,EU27,Zn,primary_extraction,
1824,EU27,Zn,recycling_refining_secondary,
1824,EU27,Zn,refining_primary,
1824,EU27,Zn,residue_treatment_disposal,
1824,EU27,Zn,sorting_preprocessing,
1824,EU27,Zn,use_phase,
1824,ROW,Ni,beneficiation_concentration,
1824,ROW,Ni,collection,
1824,ROW,Ni,environment,
1824,ROW,Ni,fabrication_and_manufacturing,
1824,ROW,Ni,primary_extraction,
1824,ROW,Ni,recycling_refining_secondary,
1824,ROW,Ni,refining_primary,
1824,ROW,Ni,residue_treatment_disposal,
1824,ROW,Ni,sorting_preprocessing,
1824,ROW,Ni,use_phase,
1824,ROW,Sn,beneficiation_concentration,
1824,ROW,Sn,collection,
1824,ROW,Sn,environment,
1824,ROW,Sn,fabrication_and_manufacturing,
1824,ROW,Sn,primary_extraction,
1824,ROW,Sn,recycling_refining_secondary,
1824,ROW,Sn,refining_primary,
1824,ROW,Sn,residue_treatment_disposal,
1824,ROW,Sn,sorting_preprocessing,
1824,ROW,Sn,use_phase,
1824,ROW,Zn,beneficiation_concentration,
1824,ROW,Zn,collection,
1824,ROW,Zn,environment,
1824,ROW,Zn,fabrication_and_manufacturing,
1824,ROW,Zn,primary_extraction,
1824,ROW,Zn,recycling_refining_secondary,
1824,ROW,Zn,refining_primary,
1824,ROW,Zn,residue_treatment_disposal,
1824,ROW,Zn,sorting_preprocessing,
1824,ROW,Zn,use_phase,
1825,CHN,Ni,beneficiation_concentration,
1825,CHN,Ni,collection,
1825,CHN,Ni,environment,
1825,CHN,Ni,fabrication_and_manufacturing,
1825,CHN,Ni,primary_extraction,
1825,CHN,Ni,recycling_refining_secondary,
1825,CHN,Ni,refining_primary,
1825,CHN,Ni,residue_treatment_disposal,
1825,CHN,Ni,sorting_preprocessing,
1825,CHN,Ni,use_phase,
1825,CHN,Sn,beneficiation_concentration,
1825,CHN,Sn,collection,
1825,CHN,Sn,environment,
1825,CHN,Sn,fabrication_and_manufacturing,
1825,CHN,Sn,primary_extraction,
1825,CHN,Sn,recycling_refining_secondary,
1825,CHN,Sn,refining_primary,
1825,CHN,Sn,residue_treatment_disposal,
1825,CHN,Sn,sorting_preprocessing,
1825,CHN,Sn,use_phase,
1825,CHN,Zn,beneficiation_concentration,
1825,CHN,Zn,collection,
1825,CHN,Zn,environment,
1825,CHN,Zn,fabrication_and_manufacturing,
1825,CHN,Zn,primary_extraction,
1825,CHN,Zn,recycling_refining_secondary,
1825,CHN,Zn,refining_primary,
1825,CHN,Zn,residue_treatment_disposal,
1825,CHN,Zn,sorting_preprocessing,
1825,CHN,Zn,use_phase,
1825,EU27,Ni,beneficiation_concentration,
1825,EU27,Ni,collection,
1825,EU27,Ni,environment,
1825,EU27,Ni,fabrication_and_manufacturing,
1825,EU27,Ni,primary_extraction,
1825,EU27,Ni,recycling_refining_secondary,
1825,EU27,Ni,refining_primary,
1825,EU27,Ni,residue_treatment_disposal,
1825,EU27,Ni,sorting_preprocessing,
1825,EU27,Ni,use_phase,
1825,EU27,Sn,beneficiation_concentration,
1825,EU27,Sn,collection,
1825,EU27,Sn,environment,
1825,EU27,Sn,fabrication_and_manufacturing,
1825,EU27,Sn,primary_extraction,
1825,EU27,Sn,recycling_refining_secondary,
1825,EU27,Sn,refining_primary,
1825,EU27,Sn,residue_treatment_disposal,
1825,EU27,Sn,sorting_preprocessing,
1825,EU27,Sn,use_phase,
1825,EU27,Zn,beneficiation_concentration,
1825,EU27,Zn,collection,
1825,EU27,Zn,environment,
1825,EU27,Zn,fabrication_and_manufacturing,
1825,EU27,Zn,primary_extraction,
1825,EU27,Zn,recycling_refining_secondary,
1825,EU27,Zn,refining_primary,
1825,EU27,Zn,residue_treatment_disposal,
1825,EU27,Zn,sorting_preprocessing,
1825,EU27,Zn,use_phase,
1825,ROW,Ni,beneficiation_concentration,
1825,ROW,Ni,collection,
1825,ROW,Ni,environment,
1825,ROW,Ni,fabrication_and_manufacturing,
1825,ROW,Ni,primary_extraction,
1825,ROW,Ni,recycling_refining_secondary,
1825,ROW,Ni,refining_primary,
1825,ROW,Ni,residue_treatment_disposal,
1825,ROW,Ni,sorting_preprocessing,
1825,ROW,Ni,use_phase,
1825,ROW,Sn,beneficiation_concentration,
1825,ROW,Sn,collection,
1825,ROW,Sn,environment,
1825,ROW,Sn,fabrication_and_manufacturing,
1825,ROW,Sn,primary_extraction,
1825,ROW,Sn,recycling_refining_secondary,
1825,ROW,Sn,refining_primary,
1825,ROW,Sn,residue_treatment_disposal,
1825,ROW,Sn,sorting_preprocessing,
1825,ROW,Sn,use_phase,
1825,ROW,Zn,beneficiation_concentration,
1825,ROW,Zn,collection,
1825,ROW,Zn,environment,
1825,ROW,Zn,fabrication_and_manufacturing,
1825,ROW,Zn,primary_extraction,
1825,ROW,Zn,recycling_refining_secondary,
1825,ROW,Zn,refining_primary,
1825,ROW,Zn,residue_treatment_disposal,
1825,ROW,Zn,sorting_preprocessing,
1825,ROW,Zn,use_phase,
1826,CHN,Ni,beneficiation_concentration,
1826,CHN,Ni,collection,
1826,CHN,Ni,environment,
1826,CHN,Ni,fabrication_and_manufacturing,
1826,CHN,Ni,primary_extraction,
1826,CHN,Ni,recycling_refining_secondary,
1826,CHN,Ni,refining_primary,
1826,CHN,Ni,residue_treatment_disposal,
1826,CHN,Ni,sorting_preprocessing,
1826,CHN,Ni,use_phase,
1826,CHN,Sn,beneficiation_concentration,
1826,CHN,Sn,collection,
1826,CHN,Sn,environment,
1826,CHN,Sn,fabrication_and_manufacturing,
1826,CHN,Sn,primary_extraction,
1826,CHN,Sn,recycling_refining_secondary,
1826,CHN,Sn,refining_primary,
1826,CHN,Sn,residue_treatment_disposal,
1826,CHN,Sn,sorting_preprocessing,
1826,CHN,Sn,use_phase,
1826,CHN,Zn,beneficiation_concentration,
1826,CHN,Zn,collection,
1826,CHN,Zn,environment,
1826,CHN,Zn,fabrication_and_manufacturing,
1826,CHN,Zn,primary_extraction,
1826,CHN,Zn,recycling_refining_secondary,
1826,CHN,Zn,refining_primary,
1826,CHN,Zn,residue_treatment_disposal,
1826,CHN,Zn,sorting_preprocessing,
1826,CHN,Zn,use_phase,
1826,EU27,Ni,beneficiation_concentration,
1826,EU27,Ni,collection,
1826,EU27,Ni,environment,
1826,EU27,Ni,fabrication_and_manufacturing,
1826,EU27,Ni,primary_extraction,
1826,EU27,Ni,recycling_refining_secondary,
1826,EU27,Ni,refining_primary,
1826,EU27,Ni,residue_treatment_disposal,
1826,EU27,Ni,sorting_preprocessing,
1826,EU27,Ni,use_phase,
1826,EU27,Sn,beneficiation_concentration,
1826,EU27,Sn,collection,
1826,EU27,Sn,environment,
1826,EU27,Sn,fabrication_and_manufacturing,
1826,EU27,Sn,primary_extraction,
1826,EU27,Sn,recycling_refining_secondary,
1826,EU27,Sn,refining_primary,
1826,EU27,Sn,residue_treatment_disposal,
1826,EU27,Sn,sorting_preprocessing,
1826,EU27,Sn,use_phase,
1826,EU27,Zn,beneficiation_concentration,
1826,EU27,Zn,collection,
1826,EU27,Zn,environment,
1826,EU27,Zn,fabrication_and_manufacturing,
1826,EU27,Zn,primary_extraction,
1826,EU27,Zn,recycling_refining_secondary,
1826,EU27,Zn,refining_primary,
1826,EU27,Zn,residue_treatment_disposal,
1826,EU27,Zn,sorting_preprocessing,
1826,EU27,Zn,use_phase,
1826,ROW,Ni,beneficiation_concentration,
1826,ROW,Ni,collection,
1826,ROW,Ni,environment,
1826,ROW,Ni,fabrication_and_manufacturing,
1826,ROW,Ni,primary_extraction,
1826,ROW,Ni,recycling_refining_secondary,
1826,ROW,Ni,refining_primary,
1826,ROW,Ni,residue_treatment_disposal,
1826,ROW,Ni,sorting_preprocessing,
1826,ROW,Ni,use_phase,
1826,ROW,Sn,beneficiation_concentration,
1826,ROW,Sn,collection,
1826,ROW,Sn,environment,
1826,ROW,Sn,fabrication_and_manufacturing,
1826,ROW,Sn,primary_extraction,
1826,ROW,Sn,recycling_refining_secondary,
1826,ROW,Sn,refining_primary,
1826,ROW,Sn,residue_treatment_disposal,
1826,ROW,Sn,sorting_preprocessing,
1826,ROW,Sn,use_phase,
1826,ROW,Zn,beneficiation_concentration,
1826,ROW,Zn,collection,
1826,ROW,Zn,environment,
1826,ROW,Zn,fabrication_and_manufacturing,
1826,ROW,Zn,primary_extraction,
1826,ROW,Zn,recycling_refining_secondary,
1826,ROW,Zn,refining_primary,
1826,ROW,Zn,residue_treatment_disposal,
1826,ROW,Zn,sorting_preprocessing,
1826,ROW,Zn,use_phase,
1827,CHN,Ni,beneficiation_concentration,
1827,CHN,Ni,collection,
1827,CHN,Ni,environment,
1827,CHN,Ni,fabrication_and_manufacturing,
1827,CHN,Ni,primary_extraction,
1827,CHN,Ni,recycling_refining_secondary,
1827,CHN,Ni,refining_primary,
1827,CHN,Ni,residue_treatment_disposal,
1827,CHN,Ni,sorting_preprocessing,
1827,CHN,Ni,use_phase,
1827,CHN,Sn,beneficiation_concentration,
1827,CHN,Sn,collection,
1827,CHN,Sn,environment,
1827,CHN,Sn,fabrication_and_manufacturing,
1827,CHN,Sn,primary_extraction,
1827,CHN,Sn,recycling_refining_secondary,
1827,CHN,Sn,refining_primary,
1827,CHN,Sn,residue_treatment_disposal,
1827,CHN,Sn,sorting_preprocessing,
1827,CHN,Sn,use_phase,
1827,CHN,Zn,beneficiation_concentration,
1827,CHN,Zn,collection,
1827,CHN,Zn,environment,
1827,CHN,Zn,fabrication_and_manufacturing,
1827,CHN,Zn,primary_extraction,
1827,CHN,Zn,recycling_refining_secondary,
1827,CHN,Zn,refining_primary,
1827,CHN,Zn,residue_treatment_disposal,
1827,CHN,Zn,sorting_preprocessing,
1827,CHN,Zn,use_phase,
1827,EU27,Ni,beneficiation_concentration,
1827,EU27,Ni,collection,
1827,EU27,Ni,environment,
1827,EU27,Ni,fabrication_and_manufacturing,
1827,EU27,Ni,primary_extraction,
1827,EU27,Ni,recycling_refining_secondary,
1827,EU27,Ni,refining_primary,
1827,EU27,Ni,residue_treatment_disposal,
1827,EU27,Ni,sorting_preprocessing,
1827,EU27,Ni,use_phase,
1827,EU27,Sn,beneficiation_concentration,
1827,EU27,Sn,collection,
1827,EU27,Sn,environment,
1827,EU27,Sn,fabrication_and_manufacturing,
1827,EU27,Sn,primary_extraction,
1827,EU27,Sn,recycling_refining_secondary,
1827,EU27,Sn,refining_primary,
1827,EU27,Sn,residue_treatment_disposal,
1827,EU27,Sn,sorting_preprocessing,
1827,EU27,Sn,use_phase,
1827,EU27,Zn,beneficiation_concentration,
1827,EU27,Zn,collection,
1827,EU27,Zn,environment,
1827,EU27,Zn,fabrication_and_manufacturing,
1827,EU27,Zn,primary_extraction,
1827,EU27,Zn,recycling_refining_secondary,
1827,EU27,Zn,refining_primary,
1827,EU27,Zn,residue_treatment_disposal,
1827,EU27,Zn,sorting_preprocessing,
1827,EU27,Zn,use_phase,
1827,ROW,Ni,beneficiation_concentration,
1827,ROW,Ni,collection,
1827,ROW,Ni,environment,
1827,ROW,Ni,fabrication_and_manufacturing,
1827,ROW,Ni,primary_extraction,
1827,ROW,Ni,recycling_refining_secondary,
1827,ROW,Ni,refining_primary,
1827,ROW,Ni,residue_treatment_disposal,
1827,ROW,Ni,sorting_preprocessing,
1827,ROW,Ni,use_phase,
1827,ROW,Sn,beneficiation_concentration,
1827,ROW,Sn,collection,
