t,i,m,c,value
1958,CHN,Ni,refined_metal,1.0
1958,CHN,Ni,scrap,1.0
1958,CHN,Sn,concentrate,1.0
1958,CHN,Sn,refined_metal,1.0
1958,CHN,Sn,scrap,1.0
1958,CHN,Zn,concentrate,1.0
1958,CHN,Zn,refined_metal,1.0
1958,CHN,Zn,scrap,1.0
1958,EU27,Ni,concentrate,1.0
1958,EU27,Ni,refined_metal,1.0
1958,EU27,Ni,scrap,1.0
1958,EU27,Sn,concentrate,1.0
1958,EU27,Sn,refined_metal,1.0
1958,EU27,Sn,scrap,1.0
1958,EU27,Zn,concentrate,1.0
1958,EU27,Zn,refined_metal,1.0
1958,EU27,Zn,scrap,1.0
1958,ROW,Ni,concentrate,1.0
1958,ROW,Ni,refined_metal,1.0
1958,ROW,Ni,scrap,1.0
1958,ROW,Sn,concentrate,1.0
1958,ROW,Sn,refined_metal,1.0
1958,ROW,Sn,scrap,1.0
1958,ROW,Zn,concentrate,1.0
1958,ROW,Zn,refined_metal,1.0
1958,ROW,Zn,scrap,1.0
1959,CHN,Ni,concentrate,1.0
1959,CHN,Ni,refined_metal,1.0
1959,CHN,Ni,scrap,1.0
1959,CHN,Sn,concentrate,1.0
1959,CHN,Sn,refined_metal,1.0
1959,CHN,Sn,scrap,1.0
1959,CHN,Zn,concentrate,1.0
1959,CHN,Zn,refined_metal,1.0
1959,CHN,Zn,scrap,1.0
1959,EU27,Ni,concentrate,1.0
1959,EU27,Ni,refined_metal,1.0
1959,EU27,Ni,scrap,1.0
1959,EU27,Sn,concentrate,1.0
1959,EU27,Sn,refined_metal,1.0
1959,EU27,Sn,scrap,1.0
1959,EU27,Zn,concentrate,1.0
1959,EU27,Zn,refined_metal,1.0
1959,EU27,Zn,scrap,1.0
1959,ROW,Ni,concentrate,1.0
1959,ROW,Ni,refined_metal,1.0
1959,ROW,Ni,scrap,1.0
1959,ROW,Sn,concentrate,1.0
1959,ROW,Sn,refined_metal,1.0
1959,ROW,Sn,scrap,1.0
1959,ROW,Zn,concentrate,1.0
1959,ROW,Zn,refined_metal,1.0
1959,ROW,Zn,scrap,1.0
1960,CHN,Ni,concentrate,1.0
1960,CHN,Ni,refined_metal,1.0
1960,CHN,Ni,scrap,1.0
1960,CHN,Sn,concentrate,1.0
1960,CHN,Sn,refined_metal,1.0
1960,CHN,Sn,scrap,1.0
1960,CHN,Zn,concentrate,1.0
1960,CHN,Zn,refined_metal,1.0
1960,CHN,Zn,scrap,1.0
1960,EU27,Ni,concentrate,1.0
1960,EU27,Ni,refined_metal,1.0
1960,EU27,Ni,scrap,1.0
1960,EU27,Sn,concentrate,1.0
1960,EU27,Sn,refined_metal,1.0
1960,EU27,Sn,scrap,1.0
1960,EU27,Zn,concentrate,1.0
1960,EU27,Zn,refined_metal,1.0
1960,EU27,Zn,scrap,1.0
1960,ROW,Ni,concentrate,1.0
1960,ROW,Ni,refined_metal,1.0
1960,ROW,Ni,scrap,1.0
1960,ROW,Sn,concentrate,1.0
1960,ROW,Sn,refined_metal,1.0
1960,ROW,Sn,scrap,1.0
1960,ROW,Zn,concentrate,1.0
1960,ROW,Zn,refined_metal,1.0
1960,ROW,Zn,scrap,1.0
1961,CHN,Ni,concentrate,1.0
1961,CHN,Ni,refined_metal,1.0
1961,CHN,Ni,scrap,1.0
1961,CHN,Sn,concentrate,1.0
1961,CHN,Sn,refined_metal,1.0
1961,CHN,Sn,scrap,1.0
1961,CHN,Zn,concentrate,1.0
1961,CHN,Zn,refined_metal,1.0
1961,CHN,Zn,scrap,1.0
1961,EU27,Ni,concentrate,1.0
1961,EU27,Ni,refined_metal,1.0
1961,EU27,Ni,scrap,1.0
1961,EU27,Sn,concentrate,1.0
1961,EU27,Sn,refined_metal,1.0
1961,EU27,Sn,scrap,1.0
1961,EU27,Zn,concentrate,1.0
1961,EU27,Zn,refined_metal,1.0
1961,EU27,Zn,scrap,1.0
1961,ROW,Ni,concentrate,1.0
1961,ROW,Ni,refined_metal,1.0
1961,ROW,Ni,scrap,1.0
1961,ROW,Sn,concentrate,1.0
1961,ROW,Sn,refined_metal,1.0
1961,ROW,Sn,scrap,1.0
1961,ROW,Zn,concentrate,1.0
1961,ROW,Zn,refined_metal,1.0
1961,ROW,Zn,scrap,1.0
1962,CHN,Ni,concentrate,1.0
1962,CHN,Ni,refined_metal,1.0
1962,CHN,Ni,scrap,1.0
1962,CHN,Sn,concentrate,1.0
1962,CHN,Sn,refined_metal,1.0
1962,CHN,Sn,scrap,1.0
1962,CHN,Zn,concentrate,1.0
1962,CHN,Zn,refined_metal,1.0
1962,CHN,Zn,scrap,1.0
1962,EU27,Ni,concentrate,1.0
1962,EU27,Ni,refined_metal,1.0
1962,EU27,Ni,scrap,1.0
1962,EU27,Sn,concentrate,1.0
1962,EU27,Sn,refined_metal,1.0
1962,EU27,Sn,scrap,1.0
1962,EU27,Zn,concentrate,1.0
1962,EU27,Zn,refined_metal,1.0
1962,EU27,Zn,scrap,1.0
1962,ROW,Ni,concentrate,1.0
1962,ROW,Ni,refined_metal,1.0
1962,ROW,Ni,scrap,1.0
1962,ROW,Sn,concentrate,1.0
1962,ROW,Sn,refined_metal,1.0
1962,ROW,Sn,scrap,1.0
1962,ROW,Zn,concentrate,1.0
1962,ROW,Zn,refined_metal,1.0
1962,ROW,Zn,scrap,1.0
1963,CHN,Ni,concentrate,1.0
1963,CHN,Ni,refined_metal,1.0
1963,CHN,Ni,scrap,1.0
1963,CHN,Sn,concentrate,1.0
1963,CHN,Sn,refined_metal,1.0
1963,CHN,Sn,scrap,1.0
1963,CHN,Zn,concentrate,1.0
1963,CHN,Zn,refined_metal,1.0
1963,CHN,Zn,scrap,1.0
1963,EU27,Ni,concentrate,1.0
1963,EU27,Ni,refined_metal,1.0
1963,EU27,Ni,scrap,1.0
1963,EU27,Sn,concentrate,1.0
1963,EU27,Sn,refined_metal,1.0
1963,EU27,Sn,scrap,1.0
1963,EU27,Zn,concentrate,1.0
1963,EU27,Zn,refined_metal,1.0
1963,EU27,Zn,scrap,1.0
1963,ROW,Ni,concentrate,1.0
1963,ROW,Ni,refined_metal,1.0
1963,ROW,Ni,scrap,1.0
1963,ROW,Sn,concentrate,1.0
1963,ROW,Sn,refined_metal,1.0
1963,ROW,Sn,scrap,1.0
1963,ROW,Zn,concentrate,1.0
1963,ROW,Zn,refined_metal,1.0
1963,ROW,Zn,scrap,1.0
1964,CHN,Ni,concentrate,1.0
1964,CHN,Ni,refined_metal,1.0
1964,CHN,Ni,scrap,1.0
1964,CHN,Sn,concentrate,1.0
1964,CHN,Sn,refined_metal,1.0
1964,CHN,Sn,scrap,1.0
1964,CHN,Zn,concentrate,1.0
1964,CHN,Zn,refined_metal,1.0
1964,CHN,Zn,scrap,1.0
1964,EU27,Ni,concentrate,1.0
1964,EU27,Ni,refined_metal,1.0
1964,EU27,Ni,scrap,1.0
1964,EU27,Sn,concentrate,1.0
1964,EU27,Sn,refined_metal,1.0
1964,EU27,Sn,scrap,1.0
1964,EU27,Zn,concentrate,1.0
1964,EU27,Zn,refined_metal,1.0
1964,EU27,Zn,scrap,1.0
1964,ROW,Ni,concentrate,1.0
1964,ROW,Ni,refined_metal,1.0
1964,ROW,Ni,scrap,1.0
1964,ROW,Sn,concentrate,1.0
1964,ROW,Sn,refined_metal,1.0
1964,ROW,Sn,scrap,1.0
1964,ROW,Zn,concentrate,1.0
1964,ROW,Zn,refined_metal,1.0
1964,ROW,Zn,scrap,1.0
1965,CHN,Ni,concentrate,1.0
1965,CHN,Ni,refined_metal,1.0
1965,CHN,Ni,scrap,1.0
1965,CHN,Sn,concentrate,1.0
1965,CHN,Sn,refined_metal,1.0
1965,CHN,Sn,scrap,1.0
1965,CHN,Zn,concentrate,1.0
1965,CHN,Zn,refined_metal,1.0
1965,CHN,Zn,scrap,1.0
1965,EU27,Ni,concentrate,1.0
1965,EU27,Ni,refined_metal,1.0
1965,EU27,Ni,scrap,1.0
1965,EU27,Sn,concentrate,1.0
1965,EU27,Sn,refined_metal,1.0
1965,EU27,Sn,scrap,1.0
1965,EU27,Zn,concentrate,1.0
1965,EU27,Zn,refined_metal,1.0
1965,EU27,Zn,scrap,1.0
1965,ROW,Ni,concentrate,1.0
1965,ROW,Ni,refined_metal,1.0
1965,ROW,Ni,scrap,1.0
1965,ROW,Sn,concentrate,1.0
1965,ROW,Sn,refined_metal,1.0
1965,ROW,Sn,scrap,1.0
1965,ROW,Zn,concentrate,1.0
1965,ROW,Zn,refined_metal,1.0
1965,ROW,Zn,scrap,1.0
1966,CHN,Ni,concentrate,1.0
1966,CHN,Ni,refined_metal,1.0
1966,CHN,Ni,scrap,1.0
1966,CHN,Sn,concentrate,1.0
1966,CHN,Sn,refined_metal,1.0
1966,CHN,Sn,scrap,1.0
1966,CHN,Zn,concentrate,1.0
1966,CHN,Zn,refined_metal,1.0
1966,CHN,Zn,scrap,1.0
1966,EU27,Ni,concentrate,1.0
1966,EU27,Ni,refined_metal,1.0
1966,EU27,Ni,scrap,1.0
1966,EU27,Sn,concentrate,1.0
1966,EU27,Sn,refined_metal,1.0
1966,EU27,Sn,scrap,1.0
1966,EU27,Zn,concentrate,1.0
1966,EU27,Zn,refined_metal,1.0
1966,EU27,Zn,scrap,1.0
1966,ROW,Ni,concentrate,1.0
1966,ROW,Ni,refined_metal,1.0
1966,ROW,Ni,scrap,1.0
1966,ROW,Sn,concentrate,1.0
1966,ROW,Sn,refined_metal,1.0
1966,ROW,Sn,scrap,1.0
1966,ROW,Zn,concentrate,1.0
1966,ROW,Zn,refined_metal,1.0
1966,ROW,Zn,scrap,1.0
1967,CHN,Ni,concentrate,1.0
1967,CHN,Ni,refined_metal,1.0
1967,CHN,Ni,scrap,1.0
1967,CHN,Sn,concentrate,1.0
1967,CHN,Sn,refined_metal,1.0
1967,CHN,Sn,scrap,1.0
1967,CHN,Zn,concentrate,1.0
1967,CHN,Zn,refined_metal,1.0
1967,CHN,Zn,scrap,1.0
1967,EU27,Ni,concentrate,1.0
1967,EU27,Ni,refined_metal,1.0
1967,EU27,Ni,scrap,1.0
1967,EU27,Sn,concentrate,1.0
1967,EU27,Sn,refined_metal,1.0
1967,EU27,Sn,scrap,1.0
1967,EU27,Zn,concentrate,1.0
1967,EU27,Zn,refined_metal,1.0
1967,EU27,Zn,scrap,1.0
1967,ROW,Ni,concentrate,1.0
1967,ROW,Ni,refined_metal,1.0
1967,ROW,Ni,scrap,1.0
1967,ROW,Sn,concentrate,1.0
1967,ROW,Sn,refined_metal,1.0
1967,ROW,Sn,scrap,1.0
1967,ROW,Zn,concentrate,1.0
1967,ROW,Zn,refined_metal,1.0
1967,ROW,Zn,scrap,1.0
1968,CHN,Ni,concentrate,1.0
1968,CHN,Ni,refined_metal,1.0
1968,CHN,Ni,scrap,1.0
1968,CHN,Sn,concentrate,1.0
1968,CHN,Sn,refined_metal,1.0
1968,CHN,Sn,scrap,1.0
1968,CHN,Zn,concentrate,1.0
1968,CHN,Zn,refined_metal,1.0
1968,CHN,Zn,scrap,1.0
1968,EU27,Ni,concentrate,1.0
1968,EU27,Ni,refined_metal,1.0
1968,EU27,Ni,scrap,1.0
1968,EU27,Sn,concentrate,1.0
1968,EU27,Sn,refined_metal,1.0
1968,EU27,Sn,scrap,1.0
1968,EU27,Zn,concentrate,1.0
1968,EU27,Zn,refined_metal,1.0
1968,EU27,Zn,scrap,1.0
1968,ROW,Ni,concentrate,1.0
1968,ROW,Ni,refined_metal,1.0
1968,ROW,Ni,scrap,1.0
1968,ROW,Sn,concentrate,1.0
1968,ROW,Sn,refined_metal,1.0
1968,ROW,Sn,scrap,1.0
1968,ROW,Zn,concentrate,1.0
1968,ROW,Zn,refined_metal,1.0
1968,ROW,Zn,scrap,1.0
1969,CHN,Ni,concentrate,1.0
1969,CHN,Ni,refined_metal,1.0
1969,CHN,Ni,scrap,1.0
1969,CHN,Sn,concentrate,1.0
1969,CHN,Sn,refined_metal,1.0
1969,CHN,Sn,scrap,1.0
1969,CHN,Zn,concentrate,1.0
1969,CHN,Zn,refined_metal,1.0
1969,CHN,Zn,scrap,1.0
1969,EU27,Ni,concentrate,1.0
1969,EU27,Ni,refined_metal,1.0
1969,EU27,Ni,scrap,1.0
1969,EU27,Sn,concentrate,1.0
1969,EU27,Sn,refined_metal,1.0
1969,EU27,Sn,scrap,1.0
1969,EU27,Zn,concentrate,1.0
1969,EU27,Zn,refined_metal,1.0
1969,EU27,Zn,scrap,1.0
1969,ROW,Ni,concentrate,1.0
1969,ROW,Ni,refined_metal,1.0
1969,ROW,Ni,scrap,1.0
1969,ROW,Sn,concentrate,1.0
1969,ROW,Sn,refined_metal,1.0
1969,ROW,Sn,scrap,1.0
1969,ROW,Zn,concentrate,1.0
1969,ROW,Zn,refined_metal,1.0
1969,ROW,Zn,scrap,1.0
1970,CHN,Ni,concentrate,1.0
1970,CHN,Ni,refined_metal,1.0
1970,CHN,Ni,scrap,1.0
1970,CHN,Sn,concentrate,1.0
1970,CHN,Sn,refined_metal,1.0
1970,CHN,Sn,scrap,1.0
1970,CHN,Zn,concentrate,1.0
1970,CHN,Zn,refined_metal,1.0
1970,CHN,Zn,scrap,1.0
1970,EU27,Ni,concentrate,1.0
1970,EU27,Ni,refined_metal,1.0
1970,EU27,Ni,scrap,1.0
1970,EU27,Sn,concentrate,1.0
1970,EU27,Sn,refined_metal,1.0
1970,EU27,Sn,scrap,1.0
1970,EU27,Zn,concentrate,1.0
1970,EU27,Zn,refined_metal,1.0
1970,EU27,Zn,scrap,1.0
1970,ROW,Ni,concentrate,1.0
1970,ROW,Ni,refined_metal,1.0
1970,ROW,Ni,scrap,1.0
1970,ROW,Sn,concentrate,1.0
1970,ROW,Sn,refined_metal,1.0
1970,ROW,Sn,scrap,1.0
1970,ROW,Zn,concentrate,1.0
1970,ROW,Zn,refined_metal,1.0
1970,ROW,Zn,scrap,1.0
1971,CHN,Ni,concentrate,1.0
1971,CHN,Ni,refined_metal,1.0
1971,CHN,Ni,scrap,1.0
1971,CHN,Sn,concentrate,1.0
1971,CHN,Sn,refined_metal,1.0
1971,CHN,Sn,scrap,1.0
1971,CHN,Zn,concentrate,1.0
1971,CHN,Zn,refined_metal,1.0
1971,CHN,Zn,scrap,1.0
1971,EU27,Ni,concentrate,1.0
1971,EU27,Ni,refined_metal,1.0
1971,EU27,Ni,scrap,1.0
1971,EU27,Sn,concentrate,1.0
1971,EU27,Sn,refined_metal,1.0
1971,EU27,Sn,scrap,1.0
1971,EU27,Zn,concentrate,1.0
1971,EU27,Zn,refined_metal,1.0
1971,EU27,Zn,scrap,1.0
1971,ROW,Ni,concentrate,1.0
1971,ROW,Ni,refined_metal,1.0
1971,ROW,Ni,scrap,1.0
1971,ROW,Sn,concentrate,1.0
1971,ROW,Sn,refined_metal,1.0
1971,ROW,Sn,scrap,1.0
1971,ROW,Zn,concentrate,1.0
1971,ROW,Zn,refined_metal,1.0
1971,ROW,Zn,scrap,1.0
1972,CHN,Ni,concentrate,1.0
1972,CHN,Ni,refined_metal,1.0
1972,CHN,Ni,scrap,1.0
1972,CHN,Sn,concentrate,1.0
1972,CHN,Sn,refined_metal,1.0
1972,CHN,Sn,scrap,1.0
1972,CHN,Zn,concentrate,1.0
1972,CHN,Zn,refined_metal,1.0
1972,CHN,Zn,scrap,1.0
1972,EU27,Ni,concentrate,1.0
1972,EU27,Ni,refined_metal,1.0
1972,EU27,Ni,scrap,1.0
1972,EU27,Sn,concentrate,1.0
1972,EU27,Sn,refined_metal,1.0
1972,EU27,Sn,scrap,1.0
1972,EU27,Zn,concentrate,1.0
1972,EU27,Zn,refined_metal,1.0
1972,EU27,Zn,scrap,1.0
1972,ROW,Ni,concentrate,1.0
1972,ROW,Ni,refined_metal,1.0
1972,ROW,Ni,scrap,1.0
1972,ROW,Sn,concentrate,1.0
1972,ROW,Sn,refined_metal,1.0
1972,ROW,Sn,scrap,1.0
1972,ROW,Zn,concentrate,1.0
1972,ROW,Zn,refined_metal,1.0
1972,ROW,Zn,scrap,1.0
1973,CHN,Ni,concentrate,1.0
1973,CHN,Ni,refined_metal,1.0
1973,CHN,Ni,scrap,1.0
1973,CHN,Sn,concentrate,1.0
1973,CHN,Sn,refined_metal,1.0
1973,CHN,Sn,scrap,1.0
1973,CHN,Zn,concentrate,1.0
1973,CHN,Zn,refined_metal,1.0
1973,CHN,Zn,scrap,1.0
1973,EU27,Ni,concentrate,1.0
1973,EU27,Ni,refined_metal,1.0
1973,EU27,Ni,scrap,1.0
1973,EU27,Sn,concentrate,1.0
1973,EU27,Sn,refined_metal,1.0
1973,EU27,Sn,scrap,1.0
1973,EU27,Zn,concentrate,1.0
1973,EU27,Zn,refined_metal,1.0
1973,EU27,Zn,scrap,1.0
1973,ROW,Ni,concentrate,1.0
1973,ROW,Ni,refined_metal,1.0
1973,ROW,Ni,scrap,1.0
1973,ROW,Sn,concentrate,1.0
1973,ROW,Sn,refined_metal,1.0
1973,ROW,Sn,scrap,1.0
1973,ROW,Zn,concentrate,1.0
1973,ROW,Zn,refined_metal,1.0
1973,ROW,Zn,scrap,1.0
1974,CHN,Ni,concentrate,1.0
1974,CHN,Ni,refined_metal,1.0
1974,CHN,Ni,scrap,1.0
1974,CHN,Sn,concentrate,1.0
1974,CHN,Sn,refined_metal,1.0
1974,CHN,Sn,scrap,1.0
1974,CHN,Zn,concentrate,1.0
1974,CHN,Zn,refined_metal,1.0
1974,CHN,Zn,scrap,1.0
1974,EU27,Ni,concentrate,1.0
1974,EU27,Ni,refined_metal,1.0
1974,EU27,Ni,scrap,1.0
1974,EU27,Sn,concentrate,1.0
1974,EU27,Sn,refined_metal,1.0
1974,EU27,Sn,scrap,1.0
1974,EU27,Zn,concentrate,1.0
1974,EU27,Zn,refined_metal,1.0
1974,EU27,Zn,scrap,1.0
1974,ROW,Ni,concentrate,1.0
1974,ROW,Ni,refined_metal,1.0
1974,ROW,Ni,scrap,1.0
1974,ROW,Sn,concentrate,1.0
1974,ROW,Sn,refined_metal,1.0
1974,ROW,Sn,scrap,1.0
1974,ROW,Zn,concentrate,1.0
1974,ROW,Zn,refined_metal,1.0
1974,ROW,Zn,scrap,1.0
1975,CHN,Ni,concentrate,1.0
1975,CHN,Ni,refined_metal,1.0
1975,CHN,Ni,scrap,1.0
1975,CHN,Sn,concentrate,1.0
1975,CHN,Sn,refined_metal,1.0
1975,CHN,Sn,scrap,1.0
1975,CHN,Zn,concentrate,1.0
1975,CHN,Zn,refined_metal,1.0
1975,CHN,Zn,scrap,1.0
1975,EU27,Ni,concentrate,1.0
1975,EU27,Ni,refined_metal,1.0
1975,EU27,Ni,scrap,1.0
1975,EU27,Sn,concentrate,1.0
1975,EU27,Sn,refined_metal,1.0
1975,EU27,Sn,scrap,1.0
1975,EU27,Zn,concentrate,1.0
1975,EU27,Zn,refined_metal,1.0
1975,EU27,Zn,scrap,1.0
1975,ROW,Ni,concentrate,1.0
1975,ROW,Ni,refined_metal,1.0
1975,ROW,Ni,scrap,1.0
1975,ROW,Sn,concentrate,1.0
1975,ROW,Sn,refined_metal,1.0
1975,ROW,Sn,scrap,1.0
1975,ROW,Zn,concentrate,1.0
1975,ROW,Zn,refined_metal,1.0
1975,ROW,Zn,scrap,1.0
1976,CHN,Ni,concentrate,1.0
1976,CHN,Ni,refined_metal,1.0
1976,CHN,Ni,scrap,1.0
1976,CHN,Sn,concentrate,1.0
1976,CHN,Sn,refined_metal,1.0
1976,CHN,Sn,scrap,1.0
1976,CHN,Zn,concentrate,1.0
1976,CHN,Zn,refined_metal,1.0
1976,CHN,Zn,scrap,1.0
1976,EU27,Ni,concentrate,1.0
1976,EU27,Ni,refined_metal,1.0
1976,EU27,Ni,scrap,1.0
1976,EU27,Sn,concentrate,1.0
1976,EU27,Sn,refined_metal,1.0
1976,EU27,Sn,scrap,1.0
1976,EU27,Zn,concentrate,1.0
1976,EU27,Zn,refined_metal,1.0
1976,EU27,Zn,scrap,1.0
1976,ROW,Ni,concentrate,1.0
1976,ROW,Ni,refined_metal,1.0
1976,ROW,Ni,scrap,1.0
1976,ROW,Sn,concentrate,1.0
1976,ROW,Sn,refined_metal,1.0
1976,ROW,Sn,scrap,1.0
1976,ROW,Zn,concentrate,1.0
1976,ROW,Zn,refined_metal,1.0
1976,ROW,Zn,scrap,1.0
1977,CHN,Ni,concentrate,1.0
1977,CHN,Ni,refined_metal,1.0
1977,CHN,Ni,scrap,1.0
1977,CHN,Sn,concentrate,1.0
1977,CHN,Sn,refined_metal,1.0
1977,CHN,Sn,scrap,1.0
1977,CHN,Zn,concentrate,1.0
1977,CHN,Zn,refined_metal,1.0
1977,CHN,Zn,scrap,1.0
1977,EU27,Ni,concentrate,1.0
1977,EU27,Ni,refined_metal,1.0
1977,EU27,Ni,scrap,1.0
1977,EU27,Sn,concentrate,1.0
1977,EU27,Sn,refined_metal,1.0
1977,EU27,Sn,scrap,1.0
1977,EU27,Zn,concentrate,1.0
1977,EU27,Zn,refined_metal,1.0
1977,EU27,Zn,scrap,1.0
1977,ROW,Ni,concentrate,1.0
1977,ROW,Ni,refined_metal,1.0
1977,ROW,Ni,scrap,1.0
1977,ROW,Sn,concentrate,1.0
1977,ROW,Sn,refined_metal,1.0
1977,ROW,Sn,scrap,1.0
1977,ROW,Zn,concentrate,1.0
1977,ROW,Zn,refined_metal,1.0
1977,ROW,Zn,scrap,1.0
1978,CHN,Ni,concentrate,1.0
1978,CHN,Ni,refined_metal,1.0
1978,CHN,Ni,scrap,1.0
1978,CHN,Sn,concentrate,1.0
1978,CHN,Sn,refined_metal,1.0
1978,CHN,Sn,scrap,1.0
1978,CHN,Zn,concentrate,1.0
1978,CHN,Zn,refined_metal,1.0
1978,CHN,Zn,scrap,1.0
1978,EU27,Ni,concentrate,1.0
1978,EU27,Ni,refined_metal,1.0
1978,EU27,Ni,scrap,1.0
1978,EU27,Sn,concentrate,1.0
1978,EU27,Sn,refined_metal,1.0
1978,EU27,Sn,scrap,1.0
1978,EU27,Zn,concentrate,1.0
1978,EU27,Zn,refined_metal,1.0
1978,EU27,Zn,scrap,1.0
1978,ROW,Ni,concentrate,1.0
1978,ROW,Ni,refined_metal,1.0
1978,ROW,Ni,scrap,1.0
1978,ROW,Sn,concentrate,1.0
1978,ROW,Sn,refined_metal,1.0
1978,ROW,Sn,scrap,1.0
1978,ROW,Zn,concentrate,1.0
1978,ROW,Zn,refined_metal,1.0
1978,ROW,Zn,scrap,1.0
1979,CHN,Ni,concentrate,1.0
1979,CHN,Ni,refined_metal,1.0
1979,CHN,Ni,scrap,1.0
1979,CHN,Sn,concentrate,1.0
1979,CHN,Sn,refined_metal,1.0
1979,CHN,Sn,scrap,1.0
1979,CHN,Zn,concentrate,1.0
1979,CHN,Zn,refined_metal,1.0
1979,CHN,Zn,scrap,1.0
1979,EU27,Ni,concentrate,1.0
1979,EU27,Ni,refined_metal,1.0
1979,EU27,Ni,scrap,1.0
1979,EU27,Sn,concentrate,1.0
1979,EU27,Sn,refined_metal,1.0
1979,EU27,Sn,scrap,1.0
1979,EU27,Zn,concentrate,1.0
1979,EU27,Zn,refined_metal,1.0
1979,EU27,Zn,scrap,1.0
1979,ROW,Ni,concentrate,1.0
1979,ROW,Ni,refined_metal,1.0
1979,ROW,Ni,scrap,1.0
1979,ROW,Sn,concentrate,1.0
1979,ROW,Sn,refined_metal,1.0
1979,ROW,Sn,scrap,1.0
1979,ROW,Zn,concentrate,1.0
1979,ROW,Zn,refined_metal,1.0
1979,ROW,Zn,scrap,1.0
1980,CHN,Ni,concentrate,1.0
1980,CHN,Ni,refined_metal,1.0
1980,CHN,Ni,scrap,1.0
1980,CHN,Sn,concentrate,1.0
1980,CHN,Sn,refined_metal,1.0
1980,CHN,Sn,scrap,1.0
1980,CHN,Zn,concentrate,1.0
1980,CHN,Zn,refined_metal,1.0
1980,CHN,Zn,scrap,1.0
1980,EU27,Ni,concentrate,1.0
1980,EU27,Ni,refined_metal,1.0
1980,EU27,Ni,scrap,1.0
1980,EU27,Sn,concentrate,1.0
1980,EU27,Sn,refined_metal,1.0
1980,EU27,Sn,scrap,1.0
1980,EU27,Zn,concentrate,1.0
1980,EU27,Zn,refined_metal,1.0
1980,EU27,Zn,scrap,1.0
1980,ROW,Ni,concentrate,1.0
1980,ROW,Ni,refined_metal,1.0
1980,ROW,Ni,scrap,1.0
1980,ROW,Sn,concentrate,1.0
1980,ROW,Sn,refined_metal,1.0
1980,ROW,Sn,scrap,1.0
1980,ROW,Zn,concentrate,1.0
1980,ROW,Zn,refined_metal,1.0
1980,ROW,Zn,scrap,1.0
1981,CHN,Ni,concentrate,1.0
1981,CHN,Ni,refined_metal,1.0
1981,CHN,Ni,scrap,1.0
1981,CHN,Sn,concentrate,1.0
1981,CHN,Sn,refined_metal,1.0
1981,CHN,Sn,scrap,1.0
1981,CHN,Zn,concentrate,1.0
1981,CHN,Zn,refined_metal,1.0
1981,CHN,Zn,scrap,1.0
1981,EU27,Ni,concentrate,1.0
1981,EU27,Ni,refined_metal,1.0
1981,EU27,Ni,scrap,1.0
1981,EU27,Sn,concentrate,1.0
1981,EU27,Sn,refined_metal,1.0
1981,EU27,Sn,scrap,1.0
1981,EU27,Zn,concentrate,1.0
1981,EU27,Zn,refined_metal,1.0
1981,EU27,Zn,scrap,1.0
1981,ROW,Ni,concentrate,1.0
1981,ROW,Ni,refined_metal,1.0
1981,ROW,Ni,scrap,1.0
1981,ROW,Sn,concentrate,1.0
1981,ROW,Sn,refined_metal,1.0
1981,ROW,Sn,scrap,1.0
1981,ROW,Zn,concentrate,1.0
1981,ROW,Zn,refined_metal,1.0
1981,ROW,Zn,scrap,1.0
1982,CHN,Ni,concentrate,1.0
1982,CHN,Ni,refined_metal,1.0
1982,CHN,Ni,scrap,1.0
1982,CHN,Sn,concentrate,1.0
1982,CHN,Sn,refined_metal,1.0
1982,CHN,Sn,scrap,1.0
1982,CHN,Zn,concentrate,1.0
1982,CHN,Zn,refined_metal,1.0
1982,CHN,Zn,scrap,1.0
1982,EU27,Ni,concentrate,1.0
1982,EU27,Ni,refined_metal,1.0
1982,EU27,Ni,scrap,1.0
1982,EU27,Sn,concentrate,1.0
1982,EU27,Sn,refined_metal,1.0
1982,EU27,Sn,scrap,1.0
1982,EU27,Zn,concentrate,1.0
1982,EU27,Zn,refined_metal,1.0
1982,EU27,Zn,scrap,1.0
1982,ROW,Ni,concentrate,1.0
1982,ROW,Ni,refined_metal,1.0
1982,ROW,Ni,scrap,1.0
1982,ROW,Sn,concentrate,1.0
1982,ROW,Sn,refined_metal,1.0
1982,ROW,Sn,scrap,1.0
1982,ROW,Zn,concentrate,1.0
1982,ROW,Zn,refined_metal,1.0
1982,ROW,Zn,scrap,1.0
1983,CHN,Ni,concentrate,1.0
1983,CHN,Ni,refined_metal,1.0
1983,CHN,Ni,scrap,1.0
1983,CHN,Sn,concentrate,1.0
1983,CHN,Sn,refined_metal,1.0
1983,CHN,Sn,scrap,1.0
1983,CHN,Zn,concentrate,1.0
1983,CHN,Zn,refined_metal,1.0
1983,CHN,Zn,scrap,1.0
1983,EU27,Ni,concentrate,1.0
1983,EU27,Ni,refined_metal,1.0
1983,EU27,Ni,scrap,1.0
1983,EU27,Sn,concentrate,1.0
1983,EU27,Sn,refined_metal,1.0
1983,EU27,Sn,scrap,1.0
1983,EU27,Zn,concentrate,1.0
1983,EU27,Zn,refined_metal,1.0
1983,EU27,Zn,scrap,1.0
1983,ROW,Ni,concentrate,1.0
1983,ROW,Ni,refined_metal,1.0
1983,ROW,Ni,scrap,1.0
1983,ROW,Sn,concentrate,1.0
1983,ROW,Sn,refined_metal,1.0
1983,ROW,Sn,scrap,1.0
1983,ROW,Zn,concentrate,1.0
